Customer_ID,Recency_Days,Frequency_90D,Monetary_90D,Avg_Basket,Discount_Ratio,Return_Ratio,Web_Visits_30D,App_Sessions_30D,Review_Score,Region
31288,9,10,537111,48640,0.62,0.17,21,21,4.9,Seoul
31289,86,3,63622,27633,0.28,0.21,3,2,4.4,Metro
31290,41,6,382253,61381,0.09,0.05,19,2,4.2,Metro
31291,77,2,46122,29390,0.31,0.11,6,5,4.1,Seoul
31292,32,7,323844,47748,0.5,0.04,14,3,3.9,Other
31293,31,6,231504,37407,0.19,0.08,10,6,3.8,Metro
31294,14,5,226140,44571,0.71,0.13,20,14,4.6,Seoul
31295,18,13,442590,42730,0.82,0.1,15,32,3.8,Other
31296,90,2,105156,54161,0.2,0.07,4,7,3.8,Metro
31297,4,16,1206808,59966,0.07,0.07,10,31,4.7,Seoul
31298,16,5,305008,50835,0.92,0.07,20,9,4.6,Other
31299,21,6,244375,49397,0.25,0.13,21,13,4.4,Seoul
31300,72,1,65459,62232,0.25,0.03,1,1,2.9,Other
31301,7,10,270086,32899,0.93,0.13,18,9,4.5,Other
31302,34,2,39341,39619,0.25,0.11,12,6,3.8,Other
31303,13,6,289135,40218,0.26,0.12,20,5,4.3,Metro
31304,16,6,243739,47041,0.69,0.04,13,8,4.8,Metro
31305,31,7,399384,54005,0.04,0.19,10,15,3.9,Metro
31306,9,8,406669,50113,0.23,0.42,15,3,2.9,Other
31307,1,6,231733,48746,0.5,0.07,12,3,4.6,Seoul
31308,45,9,4629228,30105,0.56,0.94,52,45,1.7,Metro
31309,12,17,1167587,64541,0.13,0.01,18,40,4.7,Seoul
31310,28,8,403267,46733,0.41,0.42,26,17,4.1,Seoul
31311,76,2,39753,54011,0.24,0.05,10,3,3.0,Metro
31312,23,6,218746,38888,0.34,0.58,16,19,3.3,Other
31313,2,5,85433,21513,0.26,0.07,7,16,4.2,Seoul
31314,9,12,571301,63360,0.24,0.07,19,43,5.0,Metro
31315,12,15,1030099,55006,0.06,0.03,18,29,4.7,Other
31316,48,3,133190,47095,0.27,0.08,24,14,4.4,Seoul
31317,23,6,364334,57581,0.44,0.16,8,11,4.7,Metro
31318,13,13,921391,63164,0.1,0.01,23,19,4.9,Metro
31319,9,5,129240,33834,0.25,0.05,15,14,4.5,Other
31320,54,2,85938,45481,0.15,0.04,15,23,4.2,Seoul
31321,2,25,4682863,166491,0.25,0.07,63,8,2.9,Other
31322,85,2,25528,26984,0.47,0.14,5,4,3.1,Seoul
31323,4,11,655104,49632,0.05,0.04,23,20,4.6,Metro
31324,16,5,147454,41930,0.24,0.08,6,10,4.2,Metro
31325,10,5,131921,33746,0.77,0.25,17,18,4.9,Other
31326,31,10,483431,50434,0.58,0.12,4,10,3.8,Seoul
31327,64,1,34061,29479,0.3,0.16,1,4,4.2,Seoul
31328,16,5,196378,39061,0.15,0.26,6,21,4.1,Seoul
31329,21,12,828347,52345,0.96,0.14,20,21,5.0,Metro
31330,14,8,375478,45811,0.63,0.25,20,16,4.3,Metro
31331,35,9,320553,51128,0.57,0.04,11,7,4.8,Metro
31332,69,2,48836,44193,0.2,0.02,4,3,4.2,Other
31333,25,8,372628,41386,0.56,0.17,15,9,4.3,Metro
31334,13,4,246420,48141,0.41,0.43,18,13,3.1,Other
31335,33,8,199375,37872,0.48,0.57,12,19,4.3,Seoul
31336,16,12,1042403,68453,0.49,0.07,11,19,3.9,Metro
31337,9,14,683647,48752,0.75,0.21,10,21,4.6,Metro
31338,9,7,331057,47275,0.4,0.12,9,15,4.5,Other
31339,16,6,406989,64614,0.3,0.2,9,4,4.3,Metro
31340,93,2,145338,54863,0.37,0.05,9,2,3.2,Metro
31341,13,13,765537,40433,0.12,0.08,12,37,4.2,Other
31342,13,6,287550,49850,0.5,0.36,11,11,3.4,Seoul
31343,21,9,1060392,175637,0.07,0.22,8,36,2.5,Other
31344,4,7,264676,40604,0.14,0.17,10,14,3.9,Other
31345,32,6,342545,51812,0.55,0.51,13,10,3.7,Metro
31346,34,5,206332,44397,0.28,0.19,10,10,3.7,Other
31347,86,2,37141,39520,0.55,0.11,6,1,3.4,Metro
31348,88,3,71202,30604,0.24,0.03,4,0,4.4,Other
31349,73,2,25363,35715,0.37,0.14,6,5,5.0,Seoul
31350,1,11,529042,49631,0.07,0.05,27,47,4.7,Other
31351,38,5,224304,47514,0.28,0.2,7,9,3.8,Seoul
31352,17,7,155680,23369,0.28,0.07,8,3,3.9,Seoul
31353,99,16,3225856,192952,0.93,0.76,35,98,4.8,Seoul
31354,17,4,143409,57275,0.65,0.13,18,16,4.7,Seoul
31355,0,4,326904,52684,0.41,0.13,16,13,4.5,Seoul
31356,10,14,365008,48550,0.19,0.04,22,25,4.7,Metro
31357,29,1,56962,45549,0.4,0.04,9,20,3.8,Metro
31358,68,1,34896,38709,0.33,0.11,8,4,3.8,Metro
31359,27,3,100739,48938,0.34,0.01,16,12,3.7,Metro
31360,11,8,351879,55990,0.86,0.04,9,21,3.8,Other
31361,13,10,281391,49592,0.42,0.17,13,15,4.5,Metro
31362,49,2,58288,45061,0.43,0.18,2,6,4.6,Metro
31363,24,5,209580,32375,0.31,0.12,22,6,4.2,Seoul
31364,5,18,787487,49944,0.13,0.15,24,33,4.7,Seoul
31365,53,4,94127,34008,0.63,0.07,7,2,4.4,Metro
31366,0,8,480218,44807,0.19,0.21,13,5,4.5,Seoul
31367,114,30,40276,102926,0.82,0.75,13,101,3.2,Other
31368,3,16,933883,47325,0.09,0.03,26,32,4.7,Seoul
31369,18,12,548337,50227,0.83,0.07,20,16,4.3,Other
31370,22,11,591573,39887,0.76,0.05,25,15,4.4,Seoul
31371,9,24,1355425,51311,0.08,0.03,17,50,4.6,Metro
31372,12,6,297994,44988,0.55,0.56,18,22,3.2,Metro
31373,87,5,288750,41210,0.19,0.04,8,4,3.9,Other
31374,25,4,131200,44080,0.41,0.14,15,6,4.3,Seoul
31375,8,4,202146,40109,0.54,0.44,15,9,3.5,Other
31376,11,7,367775,59960,0.03,0.02,30,53,4.6,Seoul
31377,23,8,308928,32809,0.28,0.13,7,12,5.0,Seoul
31378,41,7,449501,57072,0.33,0.17,5,11,4.1,Other
31379,28,11,665110,60860,0.33,0.09,22,2,3.9,Metro
31380,87,3,111684,40201,0.67,0.09,6,1,4.2,Metro
31381,55,3,106968,38803,0.21,0.06,6,2,3.3,Metro
31382,11,18,1002582,68722,0.19,0.08,21,38,4.5,Seoul
31383,26,9,268260,40515,0.62,0.13,17,8,4.3,Other
31384,9,6,273085,38867,0.22,0.43,17,22,3.7,Metro
31385,20,11,551049,60439,0.42,0.32,7,15,3.6,Other
31386,8,16,679411,41197,0.12,0.11,31,42,4.3,Seoul
31387,39,8,3887484,34976,0.67,0.51,22,30,1.1,Seoul
31388,19,11,300436,33121,0.7,0.1,10,19,4.4,Seoul
31389,12,9,365601,35155,0.58,0.58,13,15,3.8,Metro
31390,8,19,732527,44698,0.09,0.14,17,42,4.7,Seoul
31391,20,7,265163,47854,0.37,0.58,14,5,3.6,Metro
31392,15,5,259923,43440,0.32,0.01,15,12,4.3,Metro
31393,9,19,1105595,48668,0.14,0.03,31,25,4.6,Seoul
31394,8,15,954284,61126,0.06,0.02,17,41,4.9,Seoul
31395,7,3,167391,40708,0.23,0.08,16,10,4.1,Seoul
31396,13,8,408705,47571,0.86,0.08,23,25,4.8,Metro
31397,36,6,253025,39918,0.45,0.07,20,14,4.7,Seoul
31398,29,8,203475,34399,0.39,0.36,18,21,4.4,Other
31399,38,6,238368,32572,0.33,0.07,8,3,4.7,Seoul
31400,83,1,60071,34836,0.25,0.05,4,7,4.0,Metro
31401,79,2,45830,38968,0.2,0.13,7,2,3.7,Other
31402,9,17,867975,53360,0.11,0.06,37,27,4.3,Other
31403,36,2,113000,48985,0.15,0.42,16,7,3.8,Seoul
31404,2,17,679266,35565,0.75,0.06,9,11,4.2,Seoul
31405,15,10,519487,51172,0.64,0.25,25,15,4.0,Metro
31406,129,36,4583547,33348,0.16,0.44,27,21,3.9,Seoul
31407,3,13,375777,41992,0.45,0.45,10,23,3.8,Other
31408,8,13,607756,49207,0.18,0.03,16,34,4.8,Other
31409,38,5,126544,47184,0.39,0.09,11,19,4.0,Metro
31410,22,8,338983,38158,0.09,0.21,9,0,4.5,Seoul
31411,16,6,350381,49277,0.34,0.23,13,15,4.6,Metro
31412,0,13,545315,45778,0.39,0.73,21,15,3.0,Other
31413,10,6,217667,39819,0.21,0.29,10,17,4.6,Other
31414,15,4,175463,41216,0.37,0.42,22,15,3.6,Seoul
31415,10,18,1291892,60734,0.12,0.12,28,44,5.0,Other
31416,14,10,331222,33224,0.38,0.41,16,5,3.6,Metro
31417,7,6,202979,37600,0.67,0.05,5,20,4.4,Metro
31418,20,3,74323,46947,0.32,0.06,13,9,3.8,Seoul
31419,45,9,398972,40595,0.45,0.06,5,9,4.0,Other
31420,6,6,188554,26240,0.27,0.31,11,9,2.9,Seoul
31421,18,7,338510,35367,0.29,0.04,18,15,4.2,Metro
31422,94,3,92468,37233,0.09,0.16,11,5,4.6,Seoul
31423,118,0,0,31745,0.29,0.07,10,4,3.6,Seoul
31424,86,3,95948,45076,0.31,0.01,4,0,3.4,Seoul
31425,61,2,98785,50597,0.31,0.05,5,3,3.4,Other
31426,90,1,46218,39361,0.19,0.09,10,4,4.3,Metro
31427,0,8,589249,62651,0.08,0.03,20,36,4.7,Seoul
31428,6,19,1195169,54850,0.12,0.05,26,44,4.7,Other
31429,27,5,240245,58146,0.3,0.1,11,11,4.0,Other
31430,54,3,116857,37632,0.29,0.04,8,4,3.8,Other
31431,11,8,264255,48161,0.32,0.42,8,10,4.0,Metro
31432,32,4,115076,31432,0.33,0.15,11,8,4.2,Metro
31433,1,16,875911,48470,0.18,0.09,22,45,4.8,Seoul
31434,14,12,465404,43647,0.89,0.16,14,29,4.2,Other
31435,0,5,124443,43255,0.9,0.03,20,21,4.6,Seoul
31436,16,8,170823,47474,0.31,0.43,10,2,3.7,Seoul
31437,19,6,317433,48925,0.74,0.06,13,13,4.9,Metro
31438,21,9,336331,55383,0.58,0.05,16,8,4.5,Metro
31439,26,5,131790,35358,0.34,0.65,10,17,3.7,Metro
31440,19,7,294335,45550,0.3,0.5,14,15,4.1,Seoul
31441,8,8,375899,43922,0.87,0.15,21,12,4.8,Other
31442,8,14,871955,57162,0.06,0.04,15,21,4.8,Seoul
31443,19,12,500490,39169,0.91,0.13,17,24,4.7,Seoul
31444,14,15,715342,53134,0.09,0.09,5,18,4.6,Metro
31445,26,5,154323,31398,0.76,0.11,0,16,4.2,Metro
31446,21,10,578996,53792,0.24,0.1,13,11,4.3,Other
31447,12,8,614117,47569,0.14,0.31,20,22,4.2,Other
31448,40,4,186451,51613,0.27,0.06,12,7,4.0,Metro
31449,27,7,327341,50523,0.4,0.07,9,13,4.3,Metro
31450,12,9,490316,48712,0.81,0.05,14,11,4.4,Seoul
31451,39,7,324098,36703,0.23,0.09,11,8,4.3,Seoul
31452,54,2,67913,38678,0.39,0.06,7,8,4.4,Metro
31453,15,6,347309,60963,0.28,0.05,7,8,3.8,Seoul
31454,20,4,141520,48482,0.32,0.38,13,11,2.8,Metro
31455,17,8,289874,44565,0.82,0.05,19,24,4.5,Metro
31456,5,15,777787,53072,0.12,0.05,37,44,4.5,Metro
31457,14,4,326000,61290,0.78,0.07,23,20,4.2,Metro
31458,119,4,251596,44070,0.24,0.08,8,0,3.1,Seoul
31459,17,6,382239,45579,0.25,0.48,21,25,3.4,Metro
31460,50,2,85040,39482,0.27,0.08,1,1,4.4,Metro
31461,23,2,66932,53169,0.35,0.05,14,0,4.1,Metro
31462,23,6,335926,48182,0.64,0.03,5,9,4.2,Seoul
31463,18,7,232389,41329,0.74,0.21,20,11,4.2,Metro
31464,15,11,435241,44114,0.52,0.1,23,10,4.5,Metro
31465,19,12,323344,38570,0.27,0.18,11,12,4.8,Other
31466,20,2,112952,35727,0.33,0.17,13,18,3.9,Other
31467,84,3,125127,47123,0.17,0.15,9,4,3.1,Other
31468,10,5,218838,44279,0.9,0.09,14,5,4.0,Other
31469,32,34,3054485,40638,0.29,0.77,46,10,4.1,Metro
31470,8,13,521853,46555,0.78,0.17,22,14,4.7,Other
31471,15,10,427000,38613,0.11,0.38,24,6,3.6,Seoul
31472,25,10,403140,35232,0.86,0.05,22,20,4.3,Other
31473,8,21,1101268,50901,0.02,0.1,22,45,4.8,Metro
31474,75,3,62174,38851,0.2,0.1,5,1,3.6,Seoul
31475,26,10,289862,37473,0.18,0.06,0,10,4.0,Other
31476,55,6,153560,41322,0.51,0.13,9,10,3.8,Seoul
31477,67,3,113373,42689,0.28,0.01,7,5,3.8,Metro
31478,8,11,514605,52138,0.2,0.64,20,14,3.0,Seoul
31479,65,1,52755,51868,0.31,0.05,4,3,3.4,Metro
31480,102,3,115838,48142,0.44,0.06,11,4,3.1,Seoul
31481,86,3,78152,36745,0.54,0.17,3,6,4.3,Seoul
31482,10,29,2731756,62400,0.08,0.08,4,37,4.3,Seoul
31483,20,7,302414,45252,0.39,0.24,16,7,4.4,Metro
31484,17,10,366831,41459,0.72,0.06,10,24,4.6,Metro
31485,145,11,800561,172454,0.04,0.81,71,104,4.8,Seoul
31486,0,21,988069,56999,0.21,0.12,24,38,4.9,Metro
31487,14,9,393671,47998,0.49,0.59,20,17,3.8,Seoul
31488,72,0,0,46651,0.56,0.02,12,1,4.2,Metro
31489,46,5,342519,63000,0.58,0.03,12,4,4.6,Seoul
31490,110,4,67817,29458,0.28,0.1,6,4,3.9,Metro
31491,5,14,883551,63286,0.02,0.14,26,42,4.6,Seoul
31492,24,7,277185,57315,0.35,0.04,9,6,3.9,Metro
31493,30,4,157566,32409,0.33,0.19,11,2,4.2,Other
31494,36,7,97306,36953,0.43,0.22,14,9,4.3,Seoul
31495,73,1,24125,36392,0.21,0.09,5,3,4.1,Metro
31496,18,6,219197,35192,0.27,0.18,10,11,4.2,Seoul
31497,45,3,146499,53693,0.3,0.13,15,4,3.6,Metro
31498,15,8,405311,50962,0.28,0.12,17,5,3.7,Other
31499,20,9,419941,47794,0.62,0.06,23,21,4.5,Metro
31500,19,8,403141,39525,0.25,0.27,10,13,4.4,Seoul
31501,19,9,464366,43004,0.42,0.01,15,9,4.7,Seoul
31502,24,9,309678,27507,0.07,0.64,19,16,3.9,Seoul
31503,90,3,75823,44669,0.18,0.09,3,3,3.0,Seoul
31504,48,4,97761,50238,0.21,0.08,4,3,4.2,Other
31505,28,5,239457,46038,0.43,0.13,9,5,3.7,Other
31506,29,9,559953,49035,0.31,0.11,10,7,3.3,Other
31507,17,11,847171,55281,0.28,0.29,15,13,4.4,Metro
31508,49,2,57518,31989,0.23,0.28,5,3,4.1,Metro
31509,17,6,207460,39671,0.5,0.16,20,10,4.8,Other
31510,24,6,386534,45982,0.18,0.11,22,13,4.4,Seoul
31511,8,19,1362095,65691,0.06,0.02,18,42,4.7,Metro
31512,21,7,279719,47531,0.75,0.15,17,16,3.8,Metro
31513,12,6,225610,42255,0.48,0.19,11,9,4.5,Seoul
31514,39,8,436752,47835,0.32,0.1,24,5,4.4,Seoul
31515,33,1,29491,42248,0.54,0.05,9,4,4.5,Metro
31516,8,10,602683,42677,0.89,0.08,17,27,4.8,Metro
31517,0,19,1139911,58672,0.06,0.03,18,33,4.6,Seoul
31518,24,6,210294,40934,0.5,0.26,14,10,3.4,Seoul
31519,15,7,246901,44813,0.85,0.1,13,15,4.8,Seoul
31520,18,10,235975,50058,0.86,0.24,21,23,4.5,Metro
31521,23,6,201035,40409,0.75,0.13,20,22,4.6,Metro
31522,21,3,123649,47740,0.28,0.1,17,1,5.0,Metro
31523,23,5,247017,42464,0.49,0.03,17,6,3.9,Other
31524,17,5,284968,54868,0.17,0.27,18,13,4.7,Metro
31525,14,6,219310,55639,0.39,0.11,10,6,4.9,Seoul
31526,33,10,321824,31837,0.65,0.13,21,23,4.6,Metro
31527,89,1,47776,37781,0.37,0.04,6,0,4.1,Metro
31528,81,3,85095,38024,0.11,0.09,8,5,4.1,Metro
31529,3,12,823889,50948,0.06,0.05,22,43,5.0,Metro
31530,17,11,371336,40136,0.75,0.08,18,21,4.1,Other
31531,9,4,172042,36221,0.8,0.04,19,23,4.4,Seoul
31532,11,11,720387,63323,0.05,0.07,29,32,4.7,Seoul
31533,12,7,372111,42360,0.28,0.05,15,5,4.2,Metro
31534,14,3,136649,62837,0.26,0.06,13,5,4.1,Metro
31535,11,16,973836,58725,0.08,0.09,23,37,4.6,Metro
31536,118,4,145579,37262,0.6,0.15,5,0,4.4,Metro
31537,37,9,229047,45957,0.38,0.05,11,8,4.0,Other
31538,37,7,588467,47915,0.44,0.06,12,15,3.7,Other
31539,9,6,255994,57063,0.4,0.28,5,5,3.0,Other
31540,61,1,26760,28271,0.51,0.03,8,7,3.8,Metro
31541,33,7,522336,62327,0.24,0.03,12,7,4.7,Other
31542,6,9,286099,27120,0.81,0.1,17,9,4.7,Seoul
31543,89,0,0,42006,0.33,0.01,10,1,3.9,Metro
31544,8,4,162160,41253,0.8,0.11,23,27,3.9,Other
31545,70,4,113219,27795,0.12,0.23,9,1,3.2,Seoul
31546,92,4,122397,47102,0.25,0.07,8,4,4.2,Metro
31547,9,3,90971,43393,0.68,0.11,21,7,4.5,Metro
31548,10,4,179478,54716,0.23,0.31,10,4,4.0,Metro
31549,0,7,245971,49145,0.85,0.21,19,20,4.4,Seoul
31550,9,17,558321,34025,0.78,0.21,17,18,4.6,Seoul
31551,8,19,1841617,75827,0.26,0.01,31,37,4.6,Other
31552,90,3,143617,48798,0.56,0.02,8,4,3.6,Other
31553,19,11,307538,42620,0.55,0.06,9,14,4.0,Metro
31554,74,0,5986,32892,0.44,0.01,3,4,3.6,Other
31555,15,13,576220,49897,0.8,0.02,8,12,4.2,Seoul
31556,34,5,227458,47078,0.21,0.02,11,15,4.1,Other
31557,7,6,457106,50872,0.26,0.64,7,4,3.9,Metro
31558,60,3,83696,27847,0.57,0.01,7,4,3.7,Other
31559,26,3,110623,40707,0.26,0.22,6,10,3.8,Seoul
31560,19,0,17278,46957,0.18,0.06,10,3,4.1,Metro
31561,15,7,497353,60359,0.2,0.34,21,13,3.6,Metro
31562,30,5,325823,49504,0.3,0.06,13,5,4.6,Seoul
31563,41,10,773777,47863,0.45,0.21,8,12,3.9,Other
31564,9,5,186375,46869,0.44,0.5,19,9,3.1,Other
31565,3,5,192799,42050,0.46,0.04,14,15,5.0,Other
31566,68,4,149067,37742,0.18,0.23,3,3,3.4,Other
31567,11,10,802864,57481,0.03,0.02,29,28,4.7,Other
31568,8,13,1097756,60582,0.04,0.07,21,29,5.0,Metro
31569,53,5,170094,33841,0.23,0.15,9,2,3.8,Metro
31570,82,2,88210,36323,0.11,0.11,7,4,4.3,Seoul
31571,19,3,110620,38732,0.22,0.12,9,2,3.3,Other
31572,39,2,43699,37276,0.36,0.1,13,7,4.1,Other
31573,15,7,251230,45887,0.22,0.07,10,13,4.2,Seoul
31574,42,5,144672,38072,0.58,0.14,15,12,4.6,Seoul
31575,9,18,1124672,57323,0.06,0.13,13,53,4.4,Metro
31576,12,11,507424,37977,0.75,0.05,16,21,4.0,Other
31577,35,7,209548,28813,0.3,0.07,17,19,4.6,Seoul
31578,12,8,246037,35888,0.25,0.1,10,5,4.6,Seoul
31579,26,6,209779,33450,0.57,0.61,6,24,3.5,Metro
31580,18,5,287924,39783,0.35,0.02,9,19,5.0,Seoul
31581,31,7,251896,36687,0.27,0.06,15,14,4.5,Other
31582,3,10,448150,45754,0.86,0.04,24,23,4.0,Metro
31583,55,32,4513904,92272,0.64,0.68,0,8,4.8,Seoul
31584,15,12,3665044,137030,0.09,0.67,32,77,1.5,Other
31585,36,6,324509,45681,0.2,0.02,9,5,4.3,Metro
31586,43,11,3726949,171550,0.13,0.9,41,93,4.1,Seoul
31587,18,7,152150,28963,0.67,0.05,15,16,4.2,Metro
31588,31,1,33410,32306,0.15,0.11,6,13,4.6,Metro
31589,14,10,450915,43909,0.94,0.2,13,26,4.2,Other
31590,0,13,564419,50140,0.55,0.14,12,15,4.7,Metro
31591,11,11,437884,39545,0.72,0.1,13,18,4.3,Seoul
31592,6,16,955320,54207,0.27,0.04,21,28,4.9,Metro
31593,9,11,733345,45722,0.45,0.46,14,13,3.6,Seoul
31594,93,4,208697,51272,0.53,0.04,7,0,4.2,Seoul
31595,30,5,154314,33253,0.36,0.19,16,6,3.9,Seoul
31596,17,4,196160,54899,0.45,0.04,9,11,4.3,Metro
31597,17,13,720949,51707,0.88,0.19,19,17,4.7,Metro
31598,14,10,500871,46440,0.74,0.11,16,33,4.1,Metro
31599,86,10,4905803,95822,0.3,0.22,38,70,2.3,Metro
31600,15,14,747001,54386,0.8,0.03,15,13,4.3,Other
31601,14,13,591765,43474,0.42,0.47,12,21,3.9,Seoul
31602,7,22,1272114,52930,0.13,0.03,25,38,4.8,Seoul
31603,24,4,157353,46279,0.17,0.09,5,7,4.0,Metro
31604,7,8,434751,56102,0.6,0.05,13,19,4.5,Seoul
31605,19,8,406127,46077,0.86,0.11,15,23,4.1,Seoul
31606,159,33,4352457,138714,0.16,0.51,49,22,4.1,Metro
31607,80,20,4136779,25293,0.77,0.03,15,113,1.2,Other
31608,19,11,556242,44100,0.8,0.08,20,12,4.3,Seoul
31609,93,4,96320,32871,0.2,0.1,4,4,2.7,Metro
31610,43,3,139866,45483,0.24,0.03,0,3,4.8,Seoul
31611,8,8,196605,32425,0.73,0.12,9,16,4.6,Other
31612,29,6,192576,37061,0.39,0.11,12,10,4.0,Seoul
31613,21,1,106817,50095,0.23,0.04,16,10,3.9,Seoul
31614,87,4,109752,30881,0.2,0.02,8,3,3.7,Other
31615,42,3,147593,41700,0.26,0.08,3,14,4.0,Metro
31616,5,5,186517,37583,0.9,0.19,14,17,4.4,Other
31617,4,10,670720,57354,0.12,0.15,22,40,5.0,Seoul
31618,39,6,392542,56787,0.43,0.08,6,14,4.9,Metro
31619,99,38,2175439,188036,0.86,0.74,23,32,1.2,Seoul
31620,12,25,1398974,59169,0.21,0.1,26,35,4.8,Seoul
31621,17,7,386820,49129,0.89,0.1,18,16,3.8,Metro
31622,27,6,260902,45463,0.23,0.07,18,14,4.4,Other
31623,38,5,116266,35433,0.15,0.02,12,14,4.1,Other
31624,13,10,814344,64235,0.07,0.03,27,40,4.7,Other
31625,52,2,81920,38491,0.31,0.08,5,6,3.4,Seoul
31626,32,8,290597,55629,0.26,0.02,6,21,4.1,Other
31627,67,2,90171,41602,0.26,0.13,8,6,3.9,Metro
31628,19,6,256030,48991,0.64,0.2,20,17,4.3,Seoul
31629,18,9,237167,39826,0.87,0.22,19,14,3.9,Seoul
31630,90,2,51680,39085,0.07,0.02,8,5,3.6,Seoul
31631,55,4,132319,35969,0.42,0.07,8,5,3.9,Seoul
31632,25,7,263345,39774,0.32,0.17,14,11,4.1,Seoul
31633,8,5,141892,32734,0.14,0.1,9,11,4.3,Metro
31634,23,4,269945,57036,0.26,0.08,8,17,3.9,Seoul
31635,22,11,356605,47048,0.55,0.47,18,19,3.5,Other
31636,104,4,86734,34056,0.19,0.33,7,3,3.5,Metro
31637,80,3,108332,34746,0.46,0.05,1,4,4.5,Other
31638,86,36,2472832,167807,0.53,0.17,9,18,4.0,Metro
31639,15,5,245499,54630,0.87,0.14,22,26,4.5,Metro
31640,21,5,282188,49067,0.37,0.01,20,10,4.4,Other
31641,24,1,24806,35529,0.07,0.04,10,4,4.6,Metro
31642,13,8,517090,57471,0.09,0.04,25,38,4.9,Metro
31643,84,3,99834,32599,0.42,0.12,10,4,5.0,Seoul
31644,12,13,625202,39522,0.8,0.03,11,12,4.6,Metro
31645,15,9,209314,45234,0.8,0.06,20,22,4.6,Other
31646,97,3,96117,40664,0.15,0.35,2,4,4.3,Other
31647,17,9,402592,45040,0.82,0.14,28,22,4.4,Seoul
31648,22,7,474160,42373,0.24,0.16,2,8,4.2,Metro
31649,12,5,153625,36538,0.5,0.59,10,15,3.3,Seoul
31650,38,3,130855,42113,0.41,0.12,10,8,3.7,Other
31651,17,6,148096,32687,0.87,0.07,18,12,3.9,Other
31652,32,7,252878,41227,0.79,0.03,18,16,4.5,Seoul
31653,8,2,120780,58662,0.86,0.04,21,18,4.5,Other
31654,5,16,882274,51297,0.02,0.09,20,28,4.7,Metro
31655,17,6,306754,59290,0.27,0.24,22,12,3.1,Other
31656,93,2,70693,52650,0.5,0.1,4,3,4.0,Seoul
31657,37,14,562377,35544,0.77,0.15,15,28,4.3,Metro
31658,40,9,283052,35260,0.21,0.1,8,18,4.3,Seoul
31659,91,4,157687,40874,0.45,0.01,5,4,3.6,Seoul
31660,3,11,507841,52385,0.09,0.08,25,39,4.9,Metro
31661,5,5,211502,46376,0.61,0.16,13,16,4.4,Other
31662,19,2,55451,35582,0.35,0.04,0,6,3.7,Seoul
31663,9,7,346569,42407,0.37,0.05,15,4,3.6,Other
31664,17,5,194389,33919,0.67,0.03,18,40,3.8,Metro
31665,23,3,184322,52744,0.42,0.81,9,9,4.4,Metro
31666,13,1,50300,52147,0.44,0.04,18,14,4.5,Seoul
31667,40,4,275917,50806,0.22,0.03,14,20,3.3,Metro
31668,6,13,566751,35471,0.58,0.07,10,23,4.4,Metro
31669,12,16,782923,44417,0.1,0.01,35,31,5.0,Metro
31670,36,7,262223,38347,0.4,0.02,11,3,4.3,Seoul
31671,16,10,311862,32100,0.82,0.07,20,20,4.4,Metro
31672,11,8,380637,50792,0.23,0.03,10,21,4.5,Metro
31673,7,8,296685,56709,0.12,0.2,11,5,5.0,Metro
31674,9,16,773653,68290,0.23,0.11,13,49,4.7,Metro
31675,18,8,345839,35569,0.14,0.29,16,1,3.5,Seoul
31676,27,7,357630,43820,0.5,0.63,5,6,3.3,Other
31677,47,8,290628,49902,0.15,0.09,1,3,4.1,Metro
31678,62,2,56430,42766,0.56,0.06,6,3,4.4,Metro
31679,30,8,423233,43425,0.32,0.19,12,10,3.9,Seoul
31680,22,5,159273,40838,0.44,0.13,17,8,4.4,Other
31681,74,9,1896343,193911,0.8,0.5,39,6,2.3,Other
31682,2,8,512855,50598,0.57,0.02,16,7,5.0,Metro
31683,21,9,225960,31933,0.29,0.14,20,3,3.8,Metro
31684,21,9,399436,48587,0.65,0.11,21,23,4.0,Metro
31685,8,15,758459,50671,0.06,0.14,25,38,4.6,Metro
31686,129,23,2246533,57931,0.33,0.6,47,68,3.5,Other
31687,40,6,190756,43301,0.43,0.03,9,13,4.2,Seoul
31688,20,5,286508,39996,0.41,0.11,5,7,4.5,Metro
31689,22,5,219271,43480,0.38,0.05,9,16,4.4,Metro
31690,53,3,97134,46658,0.22,0.05,5,4,3.5,Other
31691,29,4,190084,41624,0.46,0.09,14,13,4.1,Seoul
31692,16,9,228900,32864,0.31,0.46,13,17,3.0,Metro
31693,21,12,642076,50872,0.64,0.21,19,25,4.3,Metro
31694,12,7,171898,36527,0.45,0.03,24,8,3.5,Seoul
31695,29,9,393918,60259,0.12,0.09,8,7,4.1,Other
31696,15,7,148518,19733,0.24,0.1,8,0,3.6,Other
31697,11,9,256083,38281,0.85,0.07,17,10,4.5,Seoul
31698,19,6,258144,48423,0.24,0.05,11,14,4.2,Metro
31699,25,4,178535,49398,0.36,0.38,13,10,3.8,Metro
31700,20,11,389658,48496,0.42,0.06,13,11,4.3,Other
31701,8,5,171436,38848,0.33,0.46,15,8,3.1,Seoul
31702,23,6,253097,50976,0.29,0.34,19,31,4.1,Other
31703,69,2,47470,34392,0.08,0.21,4,5,4.1,Metro
31704,20,6,280184,43994,0.32,0.03,12,12,4.0,Metro
31705,84,4,90493,23565,0.43,0.18,8,2,3.6,Other
31706,21,12,577873,48665,0.21,0.63,20,10,3.4,Seoul
