Customer_ID,Age,Tenure_Months,Monthly_Fee,Total_Usage_GB,Support_Tickets_3M,Late_Payments_6M,Contract,AutoPay,Internet_Type,Has_Addon,NPS_Score,Region,Churn
23001,58,2,55957,467,0,0,1-year,1,Fiber,0,40,Metro,0
26339,59,20,86912,491,1,0,1-year,1,DSL,0,12,Other,0
22319,62,33,63757,341,1,0,2-year,1,Fiber,0,6,Metro,0
27322,29,43,76320,203,0,0,Month-to-month,0,DSL,0,49,Seoul,0
20101,61,44,81654,257,0,0,Month-to-month,1,5G,0,25,Metro,0
24630,36,15,74406,525,0,3,2-year,0,Fiber,1,7,Seoul,1
24774,69,29,91626,196,1,1,2-year,1,Fiber,1,54,Other,0
23839,67,21,74403,281,0,2,2-year,0,Fiber,1,79,Seoul,1
22859,55,28,67292,492,1,0,2-year,1,Fiber,1,62,Metro,0
22292,34,13,71981,331,1,1,Month-to-month,0,DSL,0,61,Seoul,0
20533,26,9,71641,557,1,0,2-year,1,DSL,0,28,Metro,0
24694,62,32,75099,318,2,1,1-year,0,5G,1,-23,Metro,0
25050,65,18,80777,220,1,0,1-year,1,Fiber,0,61,Seoul,0
23371,69,4,55839,192,0,1,1-year,1,Fiber,1,13,Seoul,0
21371,63,10,48333,393,0,0,Month-to-month,0,Fiber,0,-29,Metro,1
26627,58,8,49409,286,1,0,1-year,1,DSL,1,27,Metro,0
20347,69,14,60439,389,1,0,1-year,1,DSL,0,28,Other,0
27619,31,42,64752,389,0,0,2-year,0,Fiber,0,42,Metro,0
23873,62,17,74751,518,1,1,Month-to-month,1,Fiber,1,23,Seoul,1
23857,36,10,67076,494,1,0,1-year,0,DSL,0,48,Other,0
26263,30,42,56450,573,1,0,Month-to-month,0,Fiber,0,-7,Seoul,0
20682,25,24,70511,258,1,1,1-year,1,DSL,0,43,Seoul,0
26824,24,19,52677,318,1,1,Month-to-month,1,Fiber,1,76,Metro,0
23359,27,10,55205,470,0,1,Month-to-month,1,5G,0,-30,Seoul,0
27606,34,29,54318,290,1,1,1-year,1,DSL,0,-3,Metro,0
26396,22,41,74750,412,0,0,Month-to-month,0,DSL,1,-23,Metro,0
26487,58,35,78277,378,1,1,2-year,1,DSL,1,-12,Seoul,0
21567,68,8,59316,336,1,0,Month-to-month,1,Fiber,0,1,Metro,1
24223,60,28,85501,361,0,0,Month-to-month,1,Fiber,0,39,Metro,0
26692,52,14,56910,400,2,0,1-year,1,Fiber,0,-17,Metro,0
25373,36,10,62797,161,1,2,1-year,0,DSL,0,-14,Other,1
26677,59,27,73536,296,0,2,Month-to-month,1,5G,1,30,Other,0
25065,44,32,52823,258,2,2,1-year,0,Fiber,1,36,Other,0
26628,50,10,53430,372,0,0,Month-to-month,1,Fiber,1,77,Seoul,0
21182,66,6,70681,588,1,0,Month-to-month,0,DSL,1,12,Metro,0
21376,67,23,49155,188,2,0,1-year,1,5G,1,72,Other,0
27486,62,2,77997,408,2,0,1-year,0,Fiber,1,48,Seoul,0
21545,29,27,58204,713,0,0,Month-to-month,0,Fiber,1,-38,Metro,0
21993,32,4,83869,355,1,0,1-year,0,5G,0,8,Metro,1
26422,36,35,81596,602,1,3,1-year,1,5G,0,21,Other,1
24170,53,22,58310,431,0,0,Month-to-month,1,Fiber,1,40,Metro,0
23756,34,38,58078,183,1,1,Month-to-month,0,Fiber,1,52,Seoul,1
25909,59,33,67393,394,2,1,Month-to-month,1,DSL,1,12,Other,0
25236,62,35,73538,373,2,0,1-year,0,DSL,0,-4,Metro,0
26619,34,13,48005,720,1,0,Month-to-month,0,Fiber,0,-73,Metro,1
20085,50,1,70317,329,1,0,2-year,1,DSL,1,-28,Seoul,0
25857,42,5,72835,320,2,2,Month-to-month,1,DSL,1,-6,Seoul,1
21559,69,10,62849,429,0,0,Month-to-month,1,DSL,1,32,Other,0
23722,48,8,81230,373,0,1,Month-to-month,0,Fiber,0,18,Metro,0
23621,69,1,92419,459,1,0,Month-to-month,1,Fiber,1,-18,Metro,0
22628,18,8,65336,505,1,0,Month-to-month,1,5G,0,-26,Metro,0
26583,50,31,75232,253,1,2,1-year,1,DSL,0,31,Other,0
20419,33,15,58091,295,1,1,1-year,1,DSL,1,3,Seoul,0
25609,49,42,68387,602,2,0,1-year,1,5G,0,-10,Metro,0
21783,19,38,68061,635,1,1,Month-to-month,0,Fiber,0,51,Other,0
23249,25,14,76013,336,1,1,Month-to-month,0,Fiber,1,37,Seoul,0
26679,64,45,82583,66,0,1,1-year,0,5G,0,79,Other,0
24963,69,13,74100,170,0,0,1-year,0,Fiber,0,-13,Seoul,0
27946,45,12,70146,515,2,0,1-year,1,5G,0,27,Seoul,0
20294,35,13,71502,172,0,0,Month-to-month,0,DSL,1,-5,Seoul,0
25849,49,25,69216,160,0,0,1-year,1,Fiber,0,84,Metro,0
23648,49,17,78369,465,0,0,Month-to-month,0,Fiber,0,-50,Seoul,1
27031,64,13,80660,428,0,0,Month-to-month,0,5G,1,30,Metro,1
26588,43,35,70555,376,1,0,1-year,1,5G,0,82,Metro,0
25799,47,6,79224,324,0,1,Month-to-month,0,Fiber,1,100,Other,0
27540,50,10,58100,584,0,0,Month-to-month,1,5G,1,4,Metro,1
22685,44,17,72031,491,2,0,1-year,0,DSL,0,-9,Other,0
21150,62,11,67718,145,1,0,Month-to-month,1,Fiber,0,31,Seoul,0
21756,34,15,53426,142,0,0,Month-to-month,0,DSL,0,-13,Seoul,0
26809,20,14,35299,380,1,0,1-year,1,5G,1,-9,Seoul,0
21722,56,15,41735,490,1,2,1-year,0,DSL,0,8,Seoul,0
26423,27,15,85773,188,0,0,Month-to-month,1,Fiber,0,9,Other,0
26051,39,17,53453,446,0,0,Month-to-month,0,5G,1,-27,Seoul,0
22686,43,15,50904,255,1,1,1-year,0,Fiber,1,70,Seoul,1
23528,22,10,40415,234,0,0,Month-to-month,1,Fiber,1,17,Seoul,0
22572,66,24,65954,723,0,0,Month-to-month,1,DSL,0,24,Metro,1
22349,28,6,55325,380,0,1,Month-to-month,1,Fiber,0,-16,Seoul,1
25710,57,27,80596,351,2,1,1-year,1,DSL,1,96,Other,0
24455,49,28,60934,368,2,0,Month-to-month,0,5G,0,55,Other,0
22313,44,18,80378,536,1,0,2-year,0,DSL,0,7,Seoul,0
27044,63,22,57652,243,0,1,Month-to-month,1,Fiber,0,39,Metro,0
27785,43,1,59273,546,0,0,1-year,0,Fiber,0,31,Metro,1
25150,46,39,66013,406,0,0,Month-to-month,0,Fiber,1,28,Seoul,1
26631,43,4,62969,351,2,0,1-year,0,DSL,0,4,Seoul,0
24103,27,9,60484,559,0,0,Month-to-month,1,Fiber,1,13,Seoul,0
26813,39,23,77060,163,0,0,Month-to-month,1,Fiber,0,9,Metro,0
24909,59,34,83111,520,0,0,Month-to-month,1,5G,0,-33,Seoul,0
20374,37,10,54601,403,1,0,1-year,0,DSL,1,27,Other,0
26280,37,7,74651,431,1,0,Month-to-month,1,DSL,0,-2,Metro,0
25784,69,7,78352,249,0,1,Month-to-month,0,DSL,0,-4,Other,1
21868,57,41,66910,253,1,0,1-year,0,DSL,1,29,Seoul,0
26735,35,26,55979,393,0,0,Month-to-month,0,5G,0,29,Seoul,0
24393,18,16,61483,370,3,1,Month-to-month,1,DSL,1,25,Other,0
25460,64,30,88115,292,1,2,1-year,1,DSL,0,29,Seoul,0
21747,69,46,71063,442,0,0,2-year,1,5G,1,-5,Metro,0
22442,18,24,71520,622,2,0,Month-to-month,1,Fiber,0,19,Seoul,0
24787,47,11,62296,500,0,1,Month-to-month,0,Fiber,0,8,Metro,0
24339,56,3,73812,370,0,2,Month-to-month,0,Fiber,0,5,Other,1
24252,38,19,45423,375,2,0,1-year,1,5G,1,-42,Metro,1
22289,66,17,77164,379,0,0,Month-to-month,1,Fiber,0,15,Seoul,1
23034,23,31,52797,581,0,0,Month-to-month,1,DSL,0,85,Seoul,0
22639,25,36,63753,510,0,0,Month-to-month,1,Fiber,1,-29,Seoul,0
21394,56,14,66603,463,0,1,Month-to-month,0,DSL,1,1,Metro,1
20813,53,18,64299,406,1,2,Month-to-month,1,Fiber,0,44,Metro,0
25061,45,4,58698,258,1,2,1-year,0,DSL,1,8,Other,1
21859,45,13,79568,385,1,0,Month-to-month,1,Fiber,0,11,Other,0
21870,58,4,78954,515,2,1,1-year,1,Fiber,0,-2,Metro,0
26111,62,10,65815,424,1,0,2-year,1,DSL,1,51,Metro,0
22875,37,37,67284,637,1,0,Month-to-month,1,Fiber,1,-3,Metro,1
24388,21,33,77915,459,1,0,1-year,0,DSL,1,15,Other,0
24770,20,22,65330,395,1,3,1-year,0,Fiber,0,19,Metro,0
26365,60,24,66311,342,1,1,Month-to-month,0,5G,0,29,Other,0
27255,28,27,85533,185,1,1,1-year,0,5G,1,20,Metro,1
22284,58,20,71341,334,2,1,Month-to-month,1,Fiber,0,15,Metro,1
21721,22,26,71213,437,1,0,Month-to-month,1,5G,0,-65,Metro,0
24589,49,29,75857,117,2,0,1-year,1,DSL,0,37,Metro,0
23533,21,33,67186,494,0,1,Month-to-month,1,Fiber,1,-64,Other,0
27266,49,24,70983,282,4,1,Month-to-month,1,5G,0,-29,Seoul,0
20922,47,13,82855,120,1,0,Month-to-month,1,Fiber,0,41,Metro,0
20323,49,17,61410,532,0,1,Month-to-month,1,Fiber,1,20,Seoul,0
27214,25,31,52236,279,5,1,2-year,1,Fiber,0,30,Metro,0
26914,66,6,73231,383,0,0,Month-to-month,1,Fiber,1,69,Metro,0
26189,24,9,69241,564,1,0,1-year,1,Fiber,1,66,Seoul,0
23470,63,14,66197,113,0,0,1-year,1,5G,0,0,Seoul,0
25367,22,29,89727,172,0,0,2-year,1,Fiber,0,14,Other,0
27932,22,17,76560,480,0,0,1-year,0,Fiber,0,42,Metro,0
27659,51,14,80247,55,0,1,2-year,1,DSL,0,-2,Other,0
24994,46,6,48999,387,3,1,1-year,1,DSL,0,42,Other,0
20232,62,23,97635,479,0,0,Month-to-month,0,Fiber,1,66,Metro,0
21942,31,33,97590,402,2,0,2-year,0,Fiber,0,41,Metro,0
26881,34,13,91510,384,0,1,1-year,1,DSL,0,-2,Metro,0
27242,50,22,86783,426,1,0,Month-to-month,1,DSL,1,25,Seoul,0
21080,61,11,76225,426,1,3,Month-to-month,0,Fiber,1,53,Other,0
27980,69,16,60797,435,1,1,2-year,0,5G,0,92,Seoul,1
21116,43,29,56782,535,0,0,Month-to-month,1,5G,0,48,Seoul,0
26094,41,16,67324,76,1,0,1-year,0,5G,0,57,Other,0
26833,40,4,80610,370,0,0,Month-to-month,1,5G,1,-21,Seoul,0
21468,37,42,75724,513,2,0,1-year,1,Fiber,0,81,Metro,0
25769,42,16,71035,307,1,1,1-year,1,Fiber,1,-15,Metro,0
25715,67,2,71241,319,0,0,2-year,0,Fiber,1,25,Other,0
21579,23,9,59224,352,1,0,2-year,1,Fiber,0,12,Other,0
26959,33,22,63806,308,1,0,1-year,0,Fiber,0,80,Other,0
26862,47,7,46189,398,0,0,2-year,1,Fiber,1,4,Seoul,0
22127,34,14,73621,279,2,0,Month-to-month,1,Fiber,1,69,Seoul,1
26203,29,16,60067,199,0,1,Month-to-month,1,Fiber,0,40,Seoul,1
21451,33,27,61418,260,0,0,Month-to-month,1,Fiber,0,82,Seoul,0
25068,18,55,76285,285,1,2,Month-to-month,1,Fiber,1,7,Seoul,0
23050,54,24,63012,280,0,0,Month-to-month,0,DSL,0,74,Other,1
25008,61,47,80245,475,0,1,1-year,1,Fiber,1,66,Other,0
25329,27,33,90910,437,0,1,Month-to-month,0,Fiber,0,33,Seoul,0
27602,18,36,93439,380,0,0,Month-to-month,1,DSL,0,36,Metro,0
26129,34,13,79715,222,0,1,2-year,0,Fiber,1,100,Other,0
27825,60,72,62244,416,3,1,Month-to-month,1,Fiber,1,32,Other,0
25398,38,4,56108,681,2,0,1-year,0,Fiber,1,10,Other,0
21489,23,18,66487,413,1,1,1-year,0,Fiber,1,30,Metro,0
27279,44,25,65064,511,0,0,Month-to-month,0,Fiber,1,-7,Seoul,1
25489,62,24,79160,380,0,0,2-year,1,5G,1,-8,Other,0
25275,49,15,87730,167,1,1,Month-to-month,1,DSL,0,-17,Metro,1
27828,38,35,74647,445,0,0,1-year,0,Fiber,1,34,Seoul,0
25649,68,3,75643,240,0,1,Month-to-month,1,DSL,1,-82,Seoul,1
22826,61,9,75548,336,3,2,1-year,1,DSL,0,4,Metro,1
21515,30,4,65019,365,0,1,Month-to-month,1,Fiber,0,30,Metro,0
20266,48,19,91937,402,0,0,Month-to-month,0,DSL,0,22,Metro,0
20001,22,7,74362,235,3,0,Month-to-month,1,DSL,0,63,Seoul,0
21452,20,35,81124,132,0,1,Month-to-month,0,5G,0,-16,Metro,0
23609,50,5,77904,464,1,2,Month-to-month,1,Fiber,1,2,Other,1
24983,27,22,68431,365,0,0,Month-to-month,1,DSL,0,-34,Metro,1
22900,28,36,76566,559,2,0,Month-to-month,0,DSL,0,17,Seoul,1
27812,52,18,100033,93,0,1,1-year,1,Fiber,0,27,Metro,0
20839,18,15,59446,338,0,1,Month-to-month,1,5G,1,15,Seoul,1
20015,55,37,76775,534,2,1,Month-to-month,1,DSL,0,23,Metro,0
23919,21,39,61310,306,1,0,1-year,1,5G,0,-37,Seoul,0
24618,49,8,75166,368,1,0,1-year,1,Fiber,0,39,Seoul,1
27377,49,41,77505,478,1,1,2-year,0,Fiber,0,21,Other,0
26966,61,3,66424,30,0,0,Month-to-month,1,Fiber,0,-9,Other,0
20009,28,17,48102,198,0,0,1-year,1,Fiber,1,1,Seoul,0
26505,39,10,49268,528,2,1,1-year,1,DSL,0,80,Other,0
22906,62,26,72798,127,0,0,2-year,1,5G,0,32,Seoul,0
22250,40,20,60154,389,0,3,1-year,0,DSL,1,59,Metro,1
21040,61,14,55335,221,0,0,1-year,1,Fiber,1,76,Metro,0
23906,57,8,55346,297,0,0,1-year,0,Fiber,1,-31,Other,0
26035,30,28,81522,78,0,1,Month-to-month,0,5G,0,49,Seoul,1
23617,20,21,71862,323,1,1,Month-to-month,1,Fiber,1,-12,Metro,0
27702,40,7,69975,629,1,0,Month-to-month,1,Fiber,0,100,Other,0
23681,54,23,53087,434,0,1,2-year,0,Fiber,0,69,Seoul,0
20340,67,8,77639,366,1,0,1-year,0,Fiber,0,10,Metro,0
20122,52,3,54464,364,0,0,Month-to-month,1,Fiber,1,15,Other,0
25459,44,16,68640,586,1,1,Month-to-month,0,Fiber,0,45,Metro,1
26400,66,13,65245,418,1,1,Month-to-month,0,DSL,0,62,Other,0
21091,44,60,65012,348,1,1,2-year,0,Fiber,0,-33,Metro,0
26412,39,17,61327,395,0,0,Month-to-month,0,DSL,0,-39,Seoul,0
21373,41,7,92375,30,0,0,Month-to-month,1,Fiber,0,13,Metro,0
26022,33,17,74635,289,4,0,1-year,0,Fiber,0,-3,Metro,0
21318,48,4,72767,209,2,0,Month-to-month,1,DSL,0,-8,Seoul,1
20623,26,14,64554,125,1,0,Month-to-month,1,Fiber,0,-11,Seoul,0
21420,42,9,79094,261,0,1,Month-to-month,0,5G,0,45,Metro,0
26068,29,29,59242,436,1,1,Month-to-month,1,5G,0,-14,Other,0
27915,24,38,69632,255,0,4,Month-to-month,1,Fiber,0,22,Metro,0
22500,66,11,77655,680,1,0,Month-to-month,0,DSL,1,34,Metro,1
24329,20,29,86949,273,2,0,Month-to-month,0,DSL,1,49,Other,1
23721,51,7,68971,234,2,0,Month-to-month,0,Fiber,1,51,Metro,1
24999,53,59,69956,180,0,3,1-year,0,Fiber,0,100,Metro,0
23144,47,18,54468,339,1,2,Month-to-month,0,Fiber,0,69,Seoul,0
21411,21,23,67468,491,0,1,Month-to-month,1,Fiber,1,-4,Other,0
24483,61,27,86363,553,1,0,2-year,0,Fiber,0,60,Seoul,0
22822,61,4,60366,288,2,1,1-year,0,DSL,1,23,Seoul,1
20890,32,10,77744,465,1,1,1-year,1,5G,1,25,Seoul,0
26253,32,19,82264,366,0,0,1-year,1,DSL,0,19,Other,0
27109,32,13,79045,491,2,2,Month-to-month,0,DSL,0,67,Metro,1
27117,44,17,63348,453,1,0,Month-to-month,0,DSL,0,-41,Other,0
27537,29,8,53097,396,0,2,Month-to-month,0,DSL,1,94,Other,1
27880,22,11,53850,426,0,2,Month-to-month,1,Fiber,0,7,Seoul,1
24819,45,8,60357,203,0,0,Month-to-month,1,DSL,1,74,Seoul,0
20197,35,14,63115,331,0,0,Month-to-month,1,Fiber,1,31,Seoul,0
26439,21,42,88434,657,1,0,1-year,1,DSL,0,-31,Seoul,0
24056,37,20,101737,484,0,1,Month-to-month,1,Fiber,0,25,Seoul,1
20416,53,20,47584,588,0,0,Month-to-month,1,Fiber,0,14,Metro,0
23218,40,57,64256,398,0,0,Month-to-month,1,Fiber,1,89,Metro,0
27213,44,5,67522,287,2,1,Month-to-month,0,DSL,1,76,Seoul,1
24664,37,14,64377,301,0,0,1-year,1,5G,1,-10,Metro,0
20433,60,7,64092,529,0,0,Month-to-month,0,Fiber,1,48,Metro,0
26193,31,30,73263,325,2,0,2-year,0,Fiber,1,71,Seoul,0
23940,44,14,45272,518,0,2,1-year,0,5G,1,21,Metro,0
23455,60,18,81091,568,2,0,1-year,1,Fiber,1,21,Metro,0
27547,52,13,47804,418,3,1,Month-to-month,1,5G,0,39,Seoul,0
23735,34,10,70923,499,0,2,Month-to-month,0,DSL,0,44,Metro,1
22158,50,6,65833,436,0,1,Month-to-month,1,DSL,1,27,Other,0
25431,67,10,76880,232,0,0,Month-to-month,1,DSL,1,45,Metro,0
21109,66,19,63950,482,1,0,Month-to-month,1,DSL,1,-30,Seoul,0
25629,41,8,41876,194,0,0,1-year,1,Fiber,1,19,Other,0
27822,44,13,88708,159,0,0,Month-to-month,1,Fiber,1,63,Metro,0
22281,57,18,69604,221,0,0,1-year,1,5G,0,22,Other,0
26713,47,19,74238,195,0,0,Month-to-month,1,5G,0,24,Seoul,1
27226,49,9,52322,137,0,1,1-year,1,5G,0,34,Other,0
23072,43,16,70971,393,1,1,2-year,1,DSL,1,-13,Other,0
21196,50,38,76567,176,0,0,Month-to-month,0,Fiber,0,50,Metro,0
23482,30,2,69437,175,0,1,1-year,0,Fiber,0,27,Seoul,0
25752,29,7,55673,568,0,0,Month-to-month,1,DSL,1,-7,Metro,1
20605,60,17,59629,412,0,0,Month-to-month,1,Fiber,1,55,Other,0
23108,37,31,57567,443,0,1,1-year,1,Fiber,0,24,Seoul,0
20881,22,29,68645,316,1,2,1-year,0,Fiber,0,-20,Metro,0
21220,40,22,76721,477,0,1,Month-to-month,0,DSL,0,41,Seoul,1
22649,66,8,68234,433,0,0,1-year,1,Fiber,0,61,Metro,0
22458,66,7,64758,459,1,0,1-year,1,5G,0,6,Metro,0
26367,60,27,71070,286,1,0,Month-to-month,1,Fiber,0,65,Metro,1
25781,28,22,76755,366,1,0,2-year,1,Fiber,0,20,Metro,0
25124,53,27,54178,328,0,2,Month-to-month,0,DSL,0,55,Other,1
24326,38,8,64680,278,0,1,Month-to-month,1,Fiber,0,21,Seoul,0
26853,53,22,58492,103,0,0,Month-to-month,1,5G,0,47,Seoul,0
25358,56,35,57746,277,0,1,Month-to-month,0,Fiber,1,36,Seoul,0
21898,63,6,64599,443,0,0,2-year,1,5G,0,-6,Other,1
23985,62,20,50213,333,0,1,1-year,1,DSL,0,-9,Seoul,0
21707,69,6,66068,391,1,1,Month-to-month,0,Fiber,0,-7,Metro,0
21159,37,33,81389,476,1,1,Month-to-month,1,5G,0,-37,Seoul,0
27047,48,14,70635,339,0,1,1-year,1,Fiber,1,-48,Seoul,0
24087,32,21,83667,524,2,0,Month-to-month,1,DSL,1,-13,Metro,0
26287,21,22,64977,398,1,0,Month-to-month,1,5G,1,-15,Other,0
24374,60,17,80977,313,1,0,Month-to-month,0,Fiber,1,-93,Seoul,1
22630,20,31,65785,549,2,1,2-year,0,DSL,1,26,Metro,0
27805,57,3,62076,335,1,0,2-year,1,5G,1,-10,Seoul,0
25289,31,29,45233,227,1,0,Month-to-month,0,Fiber,0,49,Metro,1
24383,36,72,70172,210,1,0,1-year,1,5G,0,7,Seoul,0
21871,20,16,71591,373,1,1,1-year,0,Fiber,1,30,Seoul,1
25815,48,13,80943,900,1,0,1-year,1,5G,0,29,Metro,1
21865,61,30,49631,140,1,0,Month-to-month,1,5G,1,42,Other,0
24538,55,15,74632,517,3,1,Month-to-month,1,Fiber,1,7,Other,0
27444,44,8,48380,459,1,0,2-year,1,Fiber,1,-31,Metro,1
22998,36,25,74428,505,1,0,Month-to-month,1,Fiber,1,35,Metro,0
20905,41,13,58589,562,0,0,1-year,1,5G,1,57,Seoul,0
21447,66,13,79758,380,0,0,Month-to-month,0,DSL,0,38,Other,1
27505,57,15,52452,424,1,0,Month-to-month,1,DSL,0,30,Metro,1
24831,36,3,64999,388,1,1,Month-to-month,0,5G,1,-25,Metro,1
21887,51,4,69278,415,2,0,1-year,1,DSL,0,-33,Seoul,0
27803,56,60,72906,339,0,2,1-year,0,DSL,0,-61,Seoul,0
25929,23,11,53428,448,1,2,Month-to-month,0,Fiber,0,13,Seoul,1
25211,23,10,66395,287,1,1,Month-to-month,1,Fiber,1,11,Seoul,1
21566,41,5,58327,207,3,0,Month-to-month,1,DSL,1,-53,Other,1
23796,32,40,70935,574,1,0,Month-to-month,0,Fiber,0,-20,Other,0
27534,44,5,64767,319,1,1,Month-to-month,1,DSL,0,29,Metro,0
24210,49,25,57494,279,0,1,1-year,1,Fiber,0,74,Metro,1
22389,67,17,70926,311,0,0,Month-to-month,0,Fiber,1,-1,Other,1
26140,41,24,71973,320,0,1,Month-to-month,1,Fiber,1,-48,Other,0
23222,31,31,56337,465,1,0,1-year,1,Fiber,0,21,Seoul,0
23297,29,15,70731,382,0,0,Month-to-month,0,DSL,0,50,Metro,0
22624,66,37,64597,380,0,2,Month-to-month,1,DSL,1,51,Metro,0
24562,39,11,75579,159,0,0,Month-to-month,0,Fiber,0,11,Metro,1
22400,56,32,82801,420,0,0,2-year,0,Fiber,0,-21,Metro,0
25258,33,7,84237,365,0,0,Month-to-month,1,Fiber,1,-30,Metro,1
22304,63,26,60591,555,0,0,Month-to-month,1,DSL,1,11,Seoul,1
24914,49,20,65294,169,3,0,1-year,0,Fiber,0,33,Other,0
25194,22,16,78155,418,1,0,Month-to-month,1,Fiber,0,14,Metro,0
24303,24,9,78830,79,1,0,Month-to-month,1,DSL,0,0,Other,1
26154,35,23,54759,456,1,0,1-year,1,DSL,0,14,Seoul,0
24616,40,18,77441,304,0,0,Month-to-month,0,Fiber,1,15,Other,0
20255,52,28,89408,294,0,1,2-year,1,DSL,0,-1,Metro,0
25282,55,68,71236,675,5,2,2-year,0,5G,0,47,Metro,0
21114,33,32,70866,617,0,0,1-year,1,DSL,0,100,Metro,0
22261,19,28,71147,600,1,0,1-year,0,DSL,1,-55,Metro,0
20222,41,8,59364,440,2,0,1-year,1,Fiber,1,31,Other,1
20268,36,30,75394,425,1,0,1-year,1,DSL,0,50,Metro,1
20108,52,7,103629,256,0,0,Month-to-month,1,Fiber,1,-34,Metro,1
24728,64,3,49990,305,1,1,Month-to-month,0,5G,0,-40,Seoul,1
21227,23,22,80009,474,2,2,Month-to-month,0,DSL,1,2,Seoul,1
22836,46,27,65672,229,0,1,1-year,1,DSL,1,-13,Other,0
25712,66,26,85671,393,0,0,2-year,1,DSL,0,99,Seoul,0
27295,30,15,57570,405,2,0,Month-to-month,1,Fiber,1,40,Seoul,0
25571,57,8,92660,319,0,0,Month-to-month,0,Fiber,0,-66,Metro,1
21513,56,5,63284,264,0,0,1-year,0,DSL,1,4,Seoul,0
25036,29,29,65810,349,2,1,2-year,1,Fiber,0,41,Seoul,0
23204,25,8,73219,560,1,0,2-year,1,Fiber,1,-70,Metro,0
20304,64,26,74410,468,1,0,Month-to-month,1,DSL,0,34,Other,0
24429,58,8,65947,581,3,1,2-year,0,DSL,1,34,Other,0
24102,69,12,49496,541,1,0,1-year,1,Fiber,0,23,Other,0
23694,34,3,75767,458,2,1,Month-to-month,0,Fiber,1,3,Seoul,1
24943,61,45,63801,576,0,0,2-year,1,Fiber,0,56,Other,0
27362,56,5,78556,472,2,0,2-year,1,5G,1,13,Seoul,0
21211,50,7,68643,272,0,0,Month-to-month,1,5G,1,-11,Seoul,0
25308,56,22,84896,365,0,0,Month-to-month,1,Fiber,1,-12,Other,1
22958,43,2,75493,416,2,0,2-year,0,Fiber,1,47,Metro,1
26920,59,36,47953,413,1,0,1-year,1,Fiber,1,44,Seoul,0
21437,40,9,46743,594,1,0,Month-to-month,0,5G,0,62,Seoul,1
25980,49,6,81036,464,0,1,Month-to-month,1,5G,1,64,Metro,0
27754,18,9,60278,268,1,0,1-year,0,5G,1,-1,Seoul,0
25493,27,7,60619,352,1,0,Month-to-month,0,5G,0,53,Seoul,0
20377,56,9,65813,372,0,0,Month-to-month,1,Fiber,1,-22,Metro,1
22689,51,14,72369,481,1,0,2-year,0,Fiber,0,3,Other,0
22116,28,3,55371,274,1,0,Month-to-month,0,DSL,0,75,Seoul,1
27220,29,16,76518,186,1,0,Month-to-month,0,DSL,0,41,Other,1
20756,40,5,83465,212,1,1,Month-to-month,1,5G,1,6,Other,1
20292,31,10,78424,311,1,1,1-year,1,5G,0,2,Seoul,0
22996,50,16,52147,194,1,1,Month-to-month,0,Fiber,1,36,Seoul,0
24059,28,13,66283,87,1,0,1-year,0,DSL,1,-75,Seoul,0
21544,47,13,38786,365,0,0,1-year,1,Fiber,1,-21,Metro,0
24161,38,8,61462,354,0,0,1-year,0,DSL,1,39,Seoul,0
20189,30,42,67197,292,2,0,1-year,1,5G,0,34,Other,0
24926,22,27,71492,380,1,0,Month-to-month,0,5G,0,12,Seoul,0
21202,42,33,63469,363,0,0,Month-to-month,1,DSL,0,-42,Seoul,1
27479,59,10,73160,354,1,0,Month-to-month,0,5G,1,31,Metro,1
26559,67,35,60750,499,1,0,1-year,1,5G,1,52,Metro,0
21537,25,57,80266,520,2,0,2-year,0,DSL,1,25,Seoul,0
27593,46,20,71453,224,1,0,2-year,1,DSL,1,29,Seoul,0
24598,18,28,56908,506,1,1,Month-to-month,0,DSL,1,80,Metro,0
20502,51,26,39057,285,1,1,1-year,1,DSL,0,-35,Seoul,0
24680,21,7,79858,436,0,0,Month-to-month,0,5G,1,37,Other,1
23107,62,21,63346,477,3,1,1-year,0,Fiber,1,53,Metro,1
22648,58,9,73418,402,0,1,2-year,0,Fiber,0,15,Other,0
21540,50,6,64964,330,1,1,Month-to-month,0,DSL,0,-38,Other,1
23981,41,13,79317,372,1,0,Month-to-month,1,DSL,0,-3,Other,0
24476,34,14,91627,544,0,1,Month-to-month,1,Fiber,0,48,Seoul,0
24710,40,7,96207,431,0,1,Month-to-month,0,DSL,0,8,Other,1
26836,58,17,72159,254,0,0,1-year,0,Fiber,0,4,Metro,0
27407,69,9,66188,446,1,0,Month-to-month,1,DSL,1,31,Other,0
20673,51,14,72165,311,1,0,Month-to-month,1,5G,0,-10,Other,1
26905,51,1,86839,532,1,1,Month-to-month,1,DSL,1,48,Other,0
26673,35,17,79927,547,0,0,2-year,1,DSL,1,-27,Metro,0
26982,48,4,67302,240,2,0,Month-to-month,0,Fiber,0,81,Metro,0
22477,45,8,57731,411,2,0,Month-to-month,0,Fiber,1,46,Other,1
24205,33,19,81773,561,1,0,Month-to-month,1,Fiber,0,70,Metro,1
26981,33,8,77047,322,0,0,Month-to-month,0,DSL,0,64,Other,1
26406,65,20,93898,103,1,0,Month-to-month,1,DSL,1,22,Other,0
27616,50,35,63105,403,0,1,1-year,0,5G,1,13,Metro,0
26277,21,8,76076,599,1,0,1-year,1,5G,0,59,Seoul,0
21193,26,25,67555,313,0,0,Month-to-month,1,Fiber,0,-43,Metro,0
