Order_ID,Distance_km,Prep_Time_min,Riders_Available,Order_Queue,Weather,Rain_mm,Temp_C,Wind_mps,Rush_Hour,DayOfWeek,Time_Slot,Vehicle,Road_Type,Promo,Tip_Level,Delivery_Time_min
13868,6.5,19,12,5,Clear,0.0,25.2,2.7,1,5,Morning,Bike,Suburban,0,0,79.5
11744,6.5,17,11,5,Clear,0.0,23.2,3.0,0,2,Afternoon,Scooter,Suburban,1,0,71.0
13949,5.2,14,12,3,Clear,0.0,4.7,3.9,0,4,Lunch,Scooter,Downtown,0,1,57.6
13803,2.4,16,2,4,Rain,2.6,15.7,3.5,1,4,Afternoon,Scooter,Suburban,0,3,51.8
12025,5.3,13,12,2,Clear,0.0,12.0,3.0,0,4,Lunch,Scooter,Downtown,0,2,65.2
12275,6.3,8,6,4,Rain,7.3,21.8,4.0,0,0,Morning,Bike,Suburban,0,2,64.3
10100,6.4,15,5,6,Snow,4.8,0.7,1.9,0,5,Night,Scooter,Downtown,0,2,82.0
14922,6.9,20,1,1,Clear,0.0,15.4,0.4,1,0,Morning,Bike,Downtown,1,2,84.9
13408,3.8,13,4,2,Clear,0.0,16.5,4.8,1,1,Morning,Bike,Suburban,0,0,53.0
14246,9.1,14,8,6,Rain,4.1,20.9,4.0,0,1,Dinner,Scooter,Downtown,0,1,85.7
14620,2.2,21,7,3,Clear,0.0,24.1,3.0,0,1,Afternoon,Bike,Downtown,0,3,53.3
14917,20.0,12,9,4,Clear,0.0,19.1,4.4,0,0,Lunch,Scooter,Suburban,0,0,116.7
10192,3.4,8,6,4,Clear,0.0,15.3,3.9,0,4,Morning,Scooter,Downtown,0,1,47.9
14697,8.1,11,9,6,Snow,1.7,-9.4,4.4,0,0,Afternoon,Scooter,Suburban,0,2,83.8
11785,3.1,16,5,1,Clear,0.0,8.9,2.8,0,1,Morning,Scooter,Suburban,0,3,47.8
11533,2.8,15,14,2,Fog,0.0,6.4,3.9,0,3,Night,Bike,Suburban,0,3,47.2
12835,13.6,6,10,5,Clear,0.0,8.2,2.3,0,5,Dinner,Bike,Downtown,0,2,89.7
14445,14.0,12,15,9,Fog,0.0,33.6,3.9,1,3,Dinner,Scooter,Downtown,0,2,119.2
14916,6.5,13,15,1,Clear,0.0,10.6,1.5,0,1,Dinner,Scooter,Downtown,0,0,61.9
11599,0.7,13,7,4,Clear,0.0,20.2,2.5,0,6,Lunch,Bike,Suburban,0,1,38.3
11780,5.8,16,12,2,Rain,1.4,19.1,1.7,1,4,Dinner,Scooter,Downtown,1,0,78.0
14901,3.3,13,8,3,Snow,6.3,-2.9,1.1,0,1,Afternoon,Bike,Suburban,0,0,61.6
12575,8.4,14,5,4,Clear,0.0,5.1,4.4,0,0,Afternoon,Scooter,Suburban,0,2,69.7
13399,0.6,16,13,6,Rain,0.7,15.8,2.1,1,1,Afternoon,Bike,Downtown,0,1,49.3
13976,6.4,12,3,5,Rain,3.8,-3.3,5.6,1,4,Dinner,Scooter,Downtown,1,1,83.6
13771,4.9,12,5,2,Clear,0.0,9.2,2.5,1,0,Afternoon,Bike,Downtown,1,2,56.0
10167,4.7,11,6,6,Rain,0.5,29.2,5.0,0,4,Night,Bike,Suburban,1,0,63.0
11752,13.8,13,13,4,Clear,0.0,15.1,2.2,0,0,Night,Bike,Highway,1,1,98.4
11480,1.4,11,1,4,Clear,0.0,8.4,2.9,0,4,Afternoon,Bike,Downtown,0,1,48.9
11025,3.9,7,3,5,Rain,3.0,14.8,1.9,0,0,Dinner,Scooter,Highway,1,2,48.8
11789,13.1,16,6,4,Clear,0.0,18.1,3.5,0,5,Night,Scooter,Suburban,0,3,91.1
12265,15.6,18,15,1,Clear,0.0,-3.9,2.2,1,1,Lunch,Car,Suburban,0,2,109.8
12474,3.8,15,10,10,Clear,0.0,22.7,2.2,1,6,Lunch,Scooter,Suburban,0,3,57.7
11823,0.6,13,7,3,Clear,0.0,25.2,1.2,0,4,Dinner,Scooter,Suburban,1,2,34.7
11221,8.0,7,14,3,Clear,0.0,19.1,3.0,0,4,Lunch,Bike,Downtown,0,2,60.7
11667,2.0,27,10,2,Rain,3.4,18.7,3.5,1,6,Afternoon,Scooter,Downtown,1,0,56.9
12961,6.0,8,15,0,Rain,2.0,6.9,3.0,0,0,Morning,Bike,Suburban,1,2,51.1
10153,15.1,15,9,5,Rain,9.6,11.7,4.3,0,0,Lunch,Bike,Suburban,0,2,108.7
12535,6.3,19,15,6,Clear,0.0,-4.8,2.9,0,1,Dinner,Scooter,Suburban,0,0,63.9
14689,5.9,16,3,3,Fog,0.0,8.7,5.3,1,1,Night,Car,Downtown,0,2,72.1
11979,6.2,17,7,3,Snow,7.7,17.8,2.2,0,1,Dinner,Scooter,Downtown,1,2,77.9
11470,5.1,11,15,8,Clear,0.0,15.0,2.8,1,4,Afternoon,Scooter,Suburban,0,3,62.5
12808,0.6,11,3,2,Clear,0.0,11.1,1.9,0,3,Lunch,Car,Downtown,1,0,35.4
12513,2.0,21,7,7,Clear,0.0,18.4,2.7,0,2,Lunch,Scooter,Downtown,0,3,47.7
12944,15.0,8,5,7,Fog,0.0,11.0,5.4,0,1,Morning,Scooter,Highway,0,0,103.3
12981,2.6,19,9,3,Clear,0.0,16.5,0.9,0,6,Night,Bike,Highway,0,2,41.9
14823,4.2,16,3,3,Clear,0.0,21.1,0.6,0,3,Dinner,Scooter,Suburban,1,0,55.4
13018,4.1,11,13,2,Clear,0.0,15.5,2.0,0,2,Dinner,Bike,Downtown,1,0,49.8
11567,2.8,19,8,3,Fog,0.0,1.8,3.0,0,5,Morning,Car,Downtown,1,2,62.3
10032,8.3,10,11,1,Clear,0.0,8.8,3.8,0,3,Dinner,Scooter,Suburban,1,1,64.2
10938,5.8,13,10,3,Clear,0.0,15.8,3.0,1,3,Night,Bike,Suburban,0,2,62.2
11216,0.7,14,15,5,Clear,0.0,20.1,3.1,1,1,Dinner,Bike,Suburban,1,2,36.1
11938,1.2,8,15,1,Clear,0.0,20.9,3.2,0,2,Afternoon,Bike,Suburban,0,2,21.6
11130,10.6,13,11,3,Clear,0.0,22.8,2.5,1,2,Dinner,Scooter,Suburban,0,3,93.5
10310,1.3,20,10,6,Clear,0.0,1.6,3.5,0,0,Dinner,Scooter,Downtown,1,1,56.9
14902,0.8,14,15,6,Rain,14.6,18.2,1.4,0,3,Morning,Car,Suburban,0,3,42.7
12169,6.9,16,1,10,Rain,4.0,6.9,3.4,0,3,Dinner,Scooter,Downtown,0,3,85.0
13114,15.8,11,2,5,Clear,0.0,10.9,4.3,1,6,Morning,Scooter,Downtown,1,1,125.4
10496,1.3,3,7,5,Clear,0.0,16.4,3.6,1,2,Night,Car,Downtown,0,0,41.3
10206,1.5,14,6,6,Clear,0.0,2.7,3.8,0,6,Morning,Bike,Downtown,0,3,42.6
12674,15.8,22,13,2,Fog,0.0,13.9,2.1,1,5,Morning,Scooter,Suburban,0,3,128.2
13358,7.3,13,15,6,Rain,3.5,8.0,5.4,1,4,Night,Scooter,Suburban,0,0,87.1
13831,8.0,17,8,4,Clear,0.0,-0.4,4.5,1,5,Morning,Car,Downtown,1,3,85.4
10306,2.9,26,6,6,Fog,0.0,11.4,2.3,0,4,Afternoon,Bike,Downtown,0,3,67.6
13794,5.0,14,6,2,Clear,0.0,21.9,1.4,1,0,Lunch,Bike,Downtown,1,2,65.7
12202,7.3,14,8,4,Clear,0.0,8.5,3.2,0,0,Morning,Scooter,Downtown,0,3,67.1
11062,4.6,7,10,5,Clear,0.0,25.0,3.8,0,3,Morning,Scooter,Downtown,0,0,50.6
10844,6.8,24,8,4,Clear,0.0,10.6,1.4,0,3,Morning,Scooter,Suburban,1,3,68.4
13873,3.7,19,4,7,Rain,1.9,14.7,2.6,1,5,Lunch,Car,Downtown,0,0,72.3
12252,12.8,13,10,3,Rain,2.2,13.6,2.8,0,3,Night,Scooter,Suburban,1,3,85.8
10212,4.6,13,11,3,Clear,0.0,17.5,2.4,1,6,Night,Car,Downtown,0,2,55.6
13998,0.5,17,11,2,Clear,0.0,3.2,4.6,1,6,Dinner,Bike,Downtown,1,1,46.8
10680,3.3,8,8,2,Clear,0.0,26.4,0.5,1,2,Dinner,Bike,Downtown,1,0,48.2
10566,0.5,15,10,4,Clear,0.0,9.9,1.6,0,0,Dinner,Scooter,Downtown,0,3,37.7
13291,7.8,14,3,4,Clear,0.0,23.8,4.4,0,3,Lunch,Scooter,Downtown,0,2,75.8
14355,2.8,15,6,6,Clear,0.0,15.1,2.8,0,5,Afternoon,Bike,Downtown,0,3,54.6
10681,4.1,18,11,4,Clear,0.0,6.5,2.4,0,6,Morning,Scooter,Downtown,0,0,57.4
10181,6.1,18,8,4,Clear,0.0,19.8,2.0,0,6,Afternoon,Bike,Highway,1,0,67.2
14280,3.3,19,3,4,Clear,0.0,9.8,1.4,0,6,Dinner,Scooter,Suburban,0,0,59.5
12496,1.3,9,9,5,Fog,0.0,1.3,2.1,0,1,Lunch,Scooter,Downtown,0,1,51.2
12317,3.5,18,11,6,Clear,0.0,11.9,3.1,0,0,Dinner,Scooter,Highway,1,0,50.6
14274,5.1,14,15,2,Rain,3.2,5.6,2.8,0,6,Morning,Scooter,Highway,1,1,57.8
10279,6.2,13,2,7,Clear,0.0,-1.8,2.1,1,0,Night,Scooter,Downtown,1,0,81.1
13684,13.7,22,9,7,Clear,0.0,22.1,3.4,0,4,Dinner,Scooter,Suburban,0,1,97.0
14763,2.7,14,4,4,Clear,0.0,30.8,3.5,1,5,Morning,Scooter,Suburban,0,2,45.8
10433,6.4,14,2,5,Rain,7.9,6.8,3.2,1,4,Dinner,Bike,Suburban,0,0,84.3
10290,6.1,20,12,3,Snow,5.3,4.8,1.7,0,2,Dinner,Car,Downtown,1,0,85.2
11028,3.8,16,5,6,Clear,0.0,11.4,3.3,0,5,Morning,Scooter,Highway,0,3,45.4
10536,12.9,15,7,1,Snow,4.9,-7.8,1.0,0,1,Lunch,Scooter,Highway,1,0,93.5
13632,4.1,8,10,8,Rain,3.5,25.6,4.4,0,0,Dinner,Scooter,Highway,0,2,52.8
10189,9.0,25,13,1,Clear,0.0,18.8,3.3,0,0,Lunch,Bike,Suburban,0,3,80.5
12175,3.4,11,14,4,Rain,1.1,26.2,2.3,0,6,Lunch,Bike,Suburban,0,0,55.6
13916,7.3,27,8,2,Rain,14.9,20.5,4.3,0,1,Night,Bike,Downtown,0,2,87.0
11863,8.5,12,9,4,Snow,1.7,0.0,3.2,0,6,Morning,Bike,Downtown,0,3,89.8
10271,3.2,8,15,3,Clear,0.0,17.5,2.5,1,1,Dinner,Bike,Suburban,0,1,37.4
11729,9.2,15,4,6,Rain,3.0,13.9,3.6,1,4,Dinner,Car,Downtown,0,0,90.3
14076,7.2,16,3,7,Clear,0.0,-0.7,2.0,0,0,Morning,Car,Suburban,0,0,78.0
12158,3.1,14,1,2,Clear,0.0,-0.3,3.8,1,3,Lunch,Scooter,Downtown,0,0,62.4
13932,0.9,14,12,5,Fog,0.0,22.5,2.2,0,0,Lunch,Bike,Suburban,1,2,39.1
10112,5.7,13,9,4,Clear,0.0,17.0,2.1,0,0,Dinner,Scooter,Highway,0,3,54.3
12385,5.0,25,9,3,Clear,0.0,27.7,1.9,0,5,Afternoon,Scooter,Suburban,0,2,57.7
10221,3.2,13,7,8,Clear,0.0,12.4,0.5,0,5,Afternoon,Bike,Downtown,0,3,49.1
10628,6.3,18,11,6,Clear,0.0,-2.0,1.0,0,1,Dinner,Scooter,Suburban,0,3,56.9
11182,10.7,13,13,2,Rain,6.0,3.0,2.7,1,4,Lunch,Car,Highway,1,3,84.9
13382,6.5,26,14,2,Fog,0.0,-3.8,0.7,0,3,Lunch,Bike,Suburban,0,0,79.3
12423,2.3,12,1,2,Clear,0.0,24.8,2.5,0,5,Lunch,Scooter,Suburban,0,2,40.6
10791,1.3,17,14,2,Rain,1.0,21.9,2.9,0,0,Dinner,Scooter,Suburban,0,3,41.8
14276,6.7,13,7,5,Clear,0.0,16.4,1.7,0,3,Morning,Scooter,Downtown,0,3,57.0
10462,12.4,21,3,5,Clear,0.0,29.9,3.6,1,5,Morning,Scooter,Downtown,0,2,115.7
14403,9.6,22,7,3,Clear,0.0,31.6,0.7,1,3,Afternoon,Bike,Highway,1,3,89.3
10552,7.8,12,13,7,Clear,0.0,14.6,2.1,1,1,Lunch,Scooter,Suburban,1,0,67.1
13130,7.5,18,5,3,Fog,0.0,29.6,1.6,1,0,Night,Scooter,Suburban,1,0,86.4
11445,0.4,16,12,5,Clear,0.0,7.1,3.1,0,1,Lunch,Scooter,Downtown,0,2,40.6
10199,5.6,17,13,4,Clear,0.0,14.4,3.4,1,2,Lunch,Scooter,Highway,0,1,64.8
12590,4.2,10,13,8,Fog,0.0,23.4,2.0,0,1,Night,Scooter,Suburban,0,0,59.9
10403,9.9,18,12,1,Clear,0.0,1.4,3.6,0,0,Afternoon,Car,Suburban,0,1,70.1
13960,14.0,9,14,4,Snow,3.4,-10.0,2.4,0,4,Night,Scooter,Highway,0,0,103.7
14190,15.1,23,12,3,Fog,0.0,13.5,4.1,1,4,Dinner,Car,Downtown,0,1,129.7
14764,4.9,27,4,3,Clear,0.0,11.5,2.8,1,3,Night,Scooter,Downtown,0,3,73.5
12096,20.0,9,9,5,Clear,0.0,1.5,3.2,0,4,Morning,Car,Downtown,1,1,115.6
12901,6.9,7,3,6,Rain,2.1,21.7,2.1,1,0,Morning,Scooter,Suburban,1,2,73.5
14463,0.6,23,8,2,Rain,1.6,22.4,2.8,0,0,Morning,Car,Suburban,0,0,55.3
10651,2.1,17,10,4,Clear,0.0,21.4,2.4,1,5,Dinner,Car,Highway,0,0,46.3
10709,9.9,8,4,4,Clear,0.0,10.1,4.1,1,6,Lunch,Bike,Downtown,1,3,94.0
11481,12.8,19,6,8,Clear,0.0,26.3,2.8,0,2,Dinner,Scooter,Suburban,0,3,90.7
14415,4.7,10,9,3,Rain,3.4,5.0,3.5,0,5,Night,Scooter,Suburban,0,2,51.4
13066,1.7,20,12,4,Clear,0.0,12.2,2.7,0,5,Lunch,Scooter,Suburban,0,0,37.5
12396,5.3,18,8,4,Rain,5.0,20.2,2.7,0,6,Afternoon,Car,Downtown,0,1,66.6
11770,8.3,8,2,6,Clear,0.0,11.1,2.8,0,0,Morning,Bike,Suburban,1,3,75.1
10315,6.1,24,13,2,Fog,0.0,11.5,3.0,0,6,Lunch,Scooter,Downtown,1,1,82.0
13762,3.0,11,9,6,Snow,10.6,-2.1,0.8,1,6,Lunch,Scooter,Downtown,0,0,67.2
14910,6.2,17,7,1,Clear,0.0,6.7,0.9,0,2,Afternoon,Bike,Suburban,0,1,54.1
10114,20.0,20,15,7,Rain,2.0,4.7,1.6,0,6,Lunch,Scooter,Suburban,0,3,131.1
10961,1.7,22,6,7,Clear,0.0,2.3,2.8,0,3,Morning,Bike,Highway,1,3,54.5
12911,4.9,10,3,3,Rain,8.5,13.6,2.5,0,2,Afternoon,Scooter,Suburban,1,2,59.9
13406,15.5,21,6,5,Clear,0.0,6.9,4.2,0,5,Dinner,Scooter,Suburban,0,2,101.3
11624,3.8,21,10,2,Clear,0.0,32.8,4.2,1,1,Lunch,Scooter,Downtown,0,0,59.6
13323,17.4,18,12,4,Rain,1.6,18.6,0.6,0,4,Afternoon,Scooter,Highway,0,3,109.7
15000,2.1,13,11,6,Rain,2.3,-2.7,3.9,0,2,Night,Scooter,Suburban,0,1,53.8
11819,1.0,11,10,10,Rain,1.3,10.6,3.6,0,1,Afternoon,Scooter,Downtown,0,2,45.8
13195,2.0,16,10,6,Clear,0.0,2.6,4.3,0,6,Lunch,Bike,Highway,1,3,35.3
13008,2.5,10,4,8,Clear,0.0,11.1,2.5,1,1,Afternoon,Bike,Downtown,0,3,50.2
13415,19.7,10,9,5,Clear,0.0,6.6,3.6,1,1,Lunch,Bike,Downtown,0,1,150.0
14529,7.1,7,7,6,Rain,0.8,17.5,3.0,1,6,Morning,Bike,Downtown,0,3,70.9
11898,3.8,18,15,4,Rain,2.0,16.6,1.2,0,1,Night,Scooter,Suburban,0,3,50.6
11919,6.3,9,3,5,Clear,0.0,8.5,4.3,0,4,Night,Bike,Suburban,1,2,61.1
11271,2.2,16,14,3,Clear,0.0,13.8,2.4,0,6,Lunch,Bike,Suburban,1,2,48.7
14177,5.6,17,9,5,Clear,0.0,0.6,3.9,0,1,Afternoon,Bike,Downtown,1,1,64.0
14963,4.8,11,4,4,Fog,0.0,8.5,2.6,0,2,Afternoon,Scooter,Suburban,0,0,62.0
14884,7.5,13,13,6,Clear,0.0,27.1,4.3,1,3,Lunch,Bike,Highway,1,0,77.2
14095,1.7,16,5,4,Rain,2.6,11.1,5.9,0,2,Lunch,Bike,Suburban,1,0,55.2
13160,7.8,9,2,4,Clear,0.0,9.5,0.7,0,1,Dinner,Bike,Suburban,0,2,69.6
11814,6.5,21,8,5,Snow,5.0,1.9,4.1,1,6,Lunch,Scooter,Suburban,0,2,94.2
12427,1.4,16,14,7,Fog,0.0,29.3,3.6,1,2,Afternoon,Bike,Suburban,0,1,53.6
13951,14.5,15,3,5,Rain,3.3,-2.2,2.6,0,2,Afternoon,Bike,Highway,1,1,116.0
14429,1.1,10,4,5,Rain,4.8,17.0,1.7,0,1,Lunch,Scooter,Suburban,0,3,38.6
12143,4.9,12,9,5,Clear,0.0,8.8,4.6,0,2,Morning,Car,Downtown,0,2,59.7
11627,0.5,11,8,5,Clear,0.0,14.9,2.4,0,6,Morning,Bike,Downtown,0,1,37.7
10790,3.4,9,11,4,Clear,0.0,11.2,3.1,0,6,Dinner,Bike,Suburban,1,0,52.4
13787,3.6,16,8,2,Rain,0.5,14.4,2.3,0,0,Lunch,Bike,Highway,0,3,48.9
11865,4.5,12,7,3,Clear,0.0,17.8,2.3,0,1,Lunch,Scooter,Downtown,0,1,47.0
12866,2.7,5,1,5,Clear,0.0,31.6,1.1,0,4,Afternoon,Car,Suburban,1,0,40.8
10872,3.0,5,1,5,Clear,0.0,10.4,1.7,0,2,Night,Scooter,Downtown,0,0,52.3
13272,2.7,13,12,2,Fog,0.0,20.3,3.9,1,4,Afternoon,Scooter,Suburban,0,3,43.6
13834,3.6,19,1,0,Rain,4.7,20.1,3.4,0,3,Dinner,Bike,Suburban,0,0,66.1
10074,10.4,16,4,2,Clear,0.0,11.7,3.3,1,5,Afternoon,Bike,Suburban,0,2,91.7
11753,12.0,14,4,3,Clear,0.0,25.9,1.4,1,4,Dinner,Scooter,Suburban,1,0,96.8
11422,13.6,19,13,3,Clear,0.0,29.3,2.9,0,2,Lunch,Bike,Suburban,0,0,105.4
14222,7.0,16,1,5,Clear,0.0,11.5,2.6,0,2,Dinner,Bike,Downtown,1,2,78.6
14694,2.3,13,1,6,Clear,0.0,28.1,3.6,1,6,Afternoon,Scooter,Downtown,0,2,48.9
14370,13.5,16,12,3,Clear,0.0,10.7,2.4,0,2,Lunch,Scooter,Suburban,0,2,84.7
14576,10.9,10,12,4,Clear,0.0,18.3,1.7,0,3,Dinner,Scooter,Suburban,0,3,64.8
13810,3.6,18,1,6,Clear,0.0,-2.5,3.6,1,4,Dinner,Scooter,Suburban,0,1,59.0
12245,4.4,12,1,6,Clear,0.0,30.7,4.7,1,6,Lunch,Bike,Suburban,0,2,62.7
13048,1.4,20,1,1,Clear,0.0,6.1,1.8,1,0,Night,Bike,Downtown,1,0,57.8
12446,6.5,14,10,5,Clear,0.0,21.0,2.4,0,3,Morning,Scooter,Suburban,0,0,53.0
10495,6.6,19,11,8,Fog,0.0,12.0,1.7,1,4,Dinner,Scooter,Suburban,0,2,88.7
13131,7.8,10,5,3,Clear,0.0,9.2,2.7,1,4,Afternoon,Scooter,Suburban,0,2,76.1
14322,8.8,13,8,8,Clear,0.0,29.0,3.6,0,1,Lunch,Scooter,Downtown,1,1,77.3
14398,0.3,13,14,3,Clear,0.0,9.4,1.7,0,2,Afternoon,Scooter,Suburban,0,0,34.6
11165,1.7,13,4,6,Clear,0.0,4.6,3.5,0,1,Night,Scooter,Highway,1,0,40.2
13735,2.5,15,12,3,Clear,0.0,12.0,2.9,0,6,Dinner,Bike,Suburban,0,2,42.6
11731,5.4,17,13,1,Clear,0.0,5.1,1.8,1,4,Lunch,Scooter,Suburban,0,0,57.4
14813,10.2,13,1,2,Clear,0.0,24.9,1.6,1,4,Afternoon,Bike,Suburban,0,0,87.8
12403,8.5,21,10,6,Clear,0.0,15.3,4.3,0,3,Dinner,Bike,Highway,1,2,79.1
13404,6.5,14,13,4,Clear,0.0,9.7,2.9,0,2,Lunch,Bike,Downtown,1,3,61.5
10619,2.5,13,10,5,Clear,0.0,22.1,3.0,1,3,Lunch,Bike,Suburban,0,2,43.8
11698,5.5,14,10,2,Rain,2.9,11.3,2.0,0,2,Night,Car,Downtown,0,3,53.7
13594,5.5,24,10,1,Snow,2.3,-5.1,3.2,1,1,Night,Scooter,Suburban,0,1,91.5
11958,4.8,13,8,3,Rain,1.2,-4.4,1.7,1,3,Afternoon,Bike,Downtown,0,0,72.0
11222,3.4,25,15,1,Clear,0.0,17.9,1.6,1,2,Night,Scooter,Highway,1,0,53.7
12074,2.5,10,13,1,Fog,0.0,26.9,4.0,1,0,Lunch,Scooter,Highway,0,0,42.2
13411,3.9,12,13,5,Fog,0.0,13.2,2.8,0,3,Morning,Bike,Suburban,0,1,57.1
10870,6.3,17,12,7,Rain,2.2,7.2,1.8,1,4,Dinner,Scooter,Downtown,0,3,74.2
12719,2.7,15,14,5,Clear,0.0,21.2,3.7,0,5,Afternoon,Bike,Downtown,0,1,48.2
11043,2.7,15,7,6,Clear,0.0,14.5,1.9,0,0,Lunch,Scooter,Suburban,1,2,48.9
11362,3.4,6,12,4,Clear,0.0,15.9,2.7,0,1,Dinner,Scooter,Suburban,1,1,35.0
10357,10.3,10,9,4,Rain,7.0,21.9,1.9,1,3,Lunch,Scooter,Downtown,0,1,94.9
11163,8.0,16,5,3,Rain,2.8,17.8,3.9,0,5,Afternoon,Bike,Suburban,0,3,81.3
12766,6.4,12,1,3,Clear,0.0,15.4,1.8,1,2,Dinner,Scooter,Highway,0,0,67.6
13253,4.0,25,12,3,Clear,0.0,22.6,3.8,1,3,Lunch,Scooter,Suburban,1,1,60.2
11439,1.3,19,10,2,Snow,5.3,-2.7,2.3,1,3,Afternoon,Bike,Downtown,0,2,66.2
13604,4.0,10,2,2,Clear,0.0,17.1,4.0,1,6,Night,Scooter,Highway,0,1,51.5
14941,8.8,11,1,4,Rain,6.9,24.2,3.6,0,2,Afternoon,Bike,Downtown,1,0,88.4
14594,3.3,13,11,4,Rain,2.1,6.3,3.2,0,6,Morning,Scooter,Highway,0,3,40.6
13640,5.7,20,12,4,Rain,3.0,18.6,2.9,1,3,Afternoon,Scooter,Downtown,0,2,74.0
11254,6.0,16,7,4,Clear,0.0,19.6,2.2,0,5,Afternoon,Scooter,Downtown,0,0,62.1
13366,9.3,17,11,8,Rain,1.0,24.7,3.1,1,0,Lunch,Bike,Highway,1,1,103.4
10333,2.3,10,10,5,Rain,6.0,9.9,1.7,0,5,Afternoon,Scooter,Suburban,1,1,49.5
13695,1.2,22,9,2,Clear,0.0,-3.7,4.1,0,3,Lunch,Scooter,Downtown,0,1,48.6
13569,15.6,20,6,5,Fog,0.0,20.2,4.5,1,4,Afternoon,Scooter,Suburban,0,0,131.1
12729,6.1,8,4,4,Clear,0.0,11.2,2.2,0,0,Night,Bike,Highway,0,2,51.9
13668,8.0,9,6,3,Clear,0.0,9.4,3.4,1,2,Lunch,Scooter,Suburban,0,0,77.8
11631,10.0,14,5,3,Rain,6.5,18.6,1.6,0,5,Afternoon,Bike,Downtown,0,0,88.8
11117,10.2,15,15,1,Clear,0.0,10.1,3.0,1,1,Lunch,Scooter,Suburban,0,1,86.4
11850,7.9,11,5,2,Clear,0.0,10.6,4.7,0,0,Lunch,Bike,Downtown,0,2,69.4
13555,9.0,20,7,4,Clear,0.0,-0.2,3.0,1,2,Night,Scooter,Suburban,1,2,80.9
13154,12.9,19,1,1,Rain,1.0,22.1,2.0,1,5,Dinner,Scooter,Downtown,0,3,111.6
13266,3.4,24,12,1,Clear,0.0,10.6,2.7,0,4,Night,Scooter,Downtown,0,3,50.7
11666,11.6,22,15,3,Clear,0.0,15.1,2.5,0,5,Lunch,Scooter,Suburban,0,1,83.9
10446,1.8,7,15,5,Rain,2.9,16.6,2.2,0,0,Lunch,Bike,Downtown,1,2,41.9
12246,0.8,11,8,4,Clear,0.0,14.7,2.5,0,0,Lunch,Bike,Downtown,1,2,33.4
10453,6.7,22,13,7,Clear,0.0,18.4,0.9,0,3,Morning,Scooter,Suburban,0,1,68.6
11552,6.6,15,4,6,Snow,2.7,14.2,2.2,0,1,Night,Car,Suburban,0,0,84.8
14435,6.3,7,9,2,Clear,0.0,10.8,2.0,1,1,Afternoon,Scooter,Downtown,1,0,58.8
12955,4.6,26,5,6,Snow,3.9,-4.9,3.4,1,1,Dinner,Scooter,Downtown,1,1,96.8
10015,3.3,16,3,3,Clear,0.0,5.9,3.9,0,0,Dinner,Scooter,Suburban,1,2,56.2
13629,2.4,15,4,4,Clear,0.0,13.2,3.2,0,2,Dinner,Bike,Downtown,1,3,46.2
10946,4.5,23,4,0,Fog,0.0,26.5,3.6,0,6,Dinner,Scooter,Downtown,0,0,67.7
10248,7.8,21,6,4,Fog,0.0,14.8,3.1,1,1,Dinner,Scooter,Downtown,0,2,92.1
14698,7.7,20,3,2,Clear,0.0,19.8,1.7,1,0,Morning,Bike,Suburban,1,1,81.5
10361,2.0,21,10,5,Clear,0.0,17.2,3.0,0,3,Dinner,Car,Highway,1,0,48.6
14657,4.4,13,13,6,Clear,0.0,4.0,5.2,0,2,Dinner,Bike,Highway,0,0,51.6
11615,9.8,15,11,7,Snow,1.5,-3.7,3.3,1,4,Night,Scooter,Highway,0,1,100.2
12304,8.7,18,5,2,Rain,0.5,9.1,3.4,0,0,Dinner,Scooter,Downtown,1,3,79.3
14142,14.4,16,5,6,Clear,0.0,33.0,2.4,0,5,Lunch,Scooter,Suburban,0,1,97.0
13169,6.5,7,8,3,Clear,0.0,28.2,1.9,0,4,Lunch,Scooter,Highway,0,2,42.4
12479,10.8,9,1,8,Clear,0.0,13.6,2.4,0,6,Night,Bike,Highway,0,1,78.8
14215,1.5,9,14,2,Clear,0.0,12.8,1.2,0,5,Lunch,Scooter,Suburban,0,1,30.1
14181,8.7,6,3,5,Clear,0.0,6.6,2.0,1,2,Dinner,Bike,Suburban,0,3,81.3
14885,4.1,12,9,2,Clear,0.0,16.7,2.0,0,2,Afternoon,Bike,Downtown,0,3,48.8
13164,6.6,19,14,5,Rain,3.0,10.4,1.1,0,3,Afternoon,Scooter,Downtown,0,3,71.2
10491,10.6,7,11,3,Snow,11.3,3.3,3.2,0,1,Dinner,Bike,Downtown,1,1,102.2
10863,1.2,19,6,6,Snow,10.2,6.2,5.8,0,3,Morning,Scooter,Downtown,1,1,68.6
11741,7.4,15,8,7,Snow,12.2,-3.5,4.1,1,4,Night,Scooter,Suburban,0,1,97.0
14100,12.0,21,8,4,Rain,1.7,27.4,0.8,1,1,Night,Scooter,Highway,0,3,100.3
14386,4.6,15,3,2,Clear,0.0,30.7,3.8,0,0,Night,Scooter,Suburban,1,3,55.4
12448,0.8,14,8,4,Clear,0.0,16.5,2.7,1,5,Night,Scooter,Suburban,1,2,43.1
14231,1.7,17,11,3,Fog,0.0,31.2,3.3,0,6,Dinner,Bike,Highway,0,0,44.2
10507,8.5,13,6,7,Clear,0.0,35.0,4.2,0,0,Dinner,Car,Suburban,0,1,70.0
12678,9.3,14,3,7,Rain,2.5,13.5,2.4,0,1,Night,Scooter,Downtown,0,3,87.2
