Customer_ID,Recency_Days,Frequency_90D,Monetary_90D,Avg_Basket,Discount_Ratio,Return_Ratio,Web_Visits_30D,App_Sessions_30D,Review_Score,Region,Cluster
31979,24,7,303677,52340,0.56,0.04,11,8,3.3,Metro,0
31980,10,5,287962,52708,0.87,0.06,10,11,4.1,Metro,0
31981,14,9,402614,53173,0.45,0.05,16,5,3.9,Metro,0
31982,83,4,174533,44450,0.41,0.05,8,2,3.9,Metro,0
31983,15,5,236225,51508,0.19,0.13,12,0,4.4,Metro,0
31984,17,7,322897,41380,0.71,0.02,21,11,4.3,Seoul,0
31985,23,2,116343,51699,0.47,0.26,14,11,3.9,Seoul,0
31986,22,5,295103,54469,0.33,0.42,19,19,3.6,Seoul,0
31987,14,5,251104,39114,0.69,0.03,16,17,4.3,Seoul,0
31988,36,5,553780,57744,0.29,0.18,7,7,4.7,Metro,0
31989,4,7,182927,32440,0.15,0.5,18,17,4.5,Other,0
31990,16,8,313414,37894,0.78,0.06,13,16,4.5,Seoul,0
31991,12,15,665426,42444,0.07,0.16,16,42,4.8,Metro,0
31992,21,6,268229,61739,0.62,0.1,13,7,3.8,Metro,0
31993,77,17,2776941,145358,0.29,0.96,35,109,4.6,Seoul,-1
31994,6,14,541637,38818,0.07,0.11,22,37,4.4,Metro,0
31995,74,3,63551,34935,0.33,0.04,7,1,3.7,Metro,0
31996,16,7,199813,43673,0.34,0.13,13,10,4.9,Other,0
31997,13,14,610954,42398,0.92,0.2,11,9,4.4,Other,0
31998,5,10,306414,36470,0.79,0.06,15,16,4.2,Other,0
31999,0,5,323266,56830,0.34,0.1,13,0,4.0,Seoul,0
32000,14,4,175407,37753,0.38,0.06,18,4,4.4,Metro,0
32001,17,5,177824,38247,0.36,0.02,13,11,3.8,Metro,0
32002,65,3,45940,23501,0.26,0.09,7,3,3.1,Other,0
32003,1,12,648267,36091,0.28,0.37,18,13,2.7,Other,0
32004,29,7,488274,57923,0.18,0.01,7,13,4.0,Metro,0
32005,2,11,540722,55559,0.27,0.06,25,39,4.7,Seoul,0
32006,30,8,251463,43916,0.42,0.18,15,17,4.9,Metro,0
32007,88,2,24510,10529,0.26,0.13,3,4,4.1,Other,0
32008,12,16,1035471,57384,0.1,0.11,22,29,4.4,Other,0
32009,15,10,333431,43848,0.83,0.11,15,15,4.3,Seoul,0
32010,42,12,357520,28009,0.22,0.23,9,11,3.9,Metro,0
32011,7,13,341569,45546,0.13,0.04,7,37,4.8,Metro,0
32012,2,6,258260,38099,0.9,0.19,19,19,3.7,Metro,0
32013,0,12,783137,63368,0.07,0.08,24,34,4.5,Seoul,0
32014,104,4,85059,28269,0.18,0.09,2,2,3.6,Seoul,0
32015,65,4,87303,33647,0.29,0.08,3,1,4.0,Other,0
32016,11,11,332235,32215,0.26,0.02,13,13,4.2,Metro,0
32017,9,11,282861,23854,0.79,0.08,15,19,4.6,Metro,0
32018,10,15,914628,56218,0.04,0.03,30,33,4.7,Other,0
32019,27,6,205980,36043,0.33,0.03,13,10,4.7,Metro,0
32020,53,4,107254,39374,0.38,0.03,9,0,3.4,Metro,0
32021,27,4,137989,32425,0.34,0.09,16,14,3.9,Other,0
32022,11,19,1031796,65796,0.24,0.07,27,30,4.8,Other,0
32023,0,17,1361216,57964,0.06,0.27,9,42,4.7,Other,0
32024,17,14,375191,46676,0.9,0.06,25,19,4.1,Metro,0
32025,94,2,53437,42778,0.28,0.15,1,3,4.5,Metro,0
32026,75,2,109606,35936,0.2,0.03,7,2,4.3,Other,0
32027,13,4,338976,47822,0.1,0.05,13,4,4.5,Seoul,0
32028,97,27,1863495,76386,0.86,0.76,0,6,2.8,Seoul,-1
32029,36,3,83716,35231,0.37,0.22,15,6,4.1,Seoul,0
32030,45,6,201639,40484,0.49,0.27,13,9,3.6,Metro,0
32031,4,14,632601,46469,0.04,0.03,35,38,4.6,Seoul,0
32032,25,4,149996,37535,0.28,0.11,23,10,4.6,Metro,0
32033,22,12,434439,46012,0.94,0.07,11,12,4.3,Seoul,0
32034,95,4,89660,34956,0.12,0.05,4,0,4.1,Metro,0
32035,7,14,846828,58666,0.1,0.02,14,37,4.7,Metro,0
32036,19,3,124639,30712,0.34,0.08,10,4,5.0,Other,0
32037,30,6,191489,37207,0.27,0.37,16,15,3.5,Metro,0
32038,10,19,1098643,60361,0.13,0.05,16,51,4.9,Other,0
32039,43,3,70070,31148,0.39,0.08,9,2,4.7,Other,0
32040,30,8,462019,51203,0.24,0.27,15,5,4.3,Metro,0
32041,30,5,242079,43398,0.73,0.06,38,18,4.1,Metro,0
32042,10,6,188509,45942,0.11,0.1,10,6,4.0,Seoul,0
32043,23,3,24387,14219,0.24,0.11,16,12,4.3,Other,0
32044,17,13,523165,46224,0.33,0.73,9,1,3.7,Metro,0
32045,14,8,453130,62257,0.48,0.57,16,5,2.9,Metro,0
32046,5,6,351789,50619,0.13,0.06,27,39,4.6,Metro,0
32047,70,3,85325,36254,0.49,0.16,6,4,4.7,Seoul,0
32048,21,8,288889,37287,0.08,0.19,6,0,4.5,Metro,0
32049,4,19,1135648,43463,0.14,0.02,25,45,4.7,Metro,0
32050,11,8,188593,38903,0.81,0.19,13,15,4.6,Metro,0
32051,20,5,280555,43735,0.25,0.7,10,15,2.7,Metro,0
32052,10,9,756703,55802,0.09,0.06,22,37,4.6,Metro,0
32053,83,3,161760,51900,0.18,0.04,7,2,4.5,Other,0
32054,15,9,382195,51035,0.2,0.29,13,21,3.7,Metro,0
32055,8,9,309346,41496,0.48,0.06,33,26,4.2,Metro,0
32056,78,3,88868,42455,0.29,0.11,3,0,4.7,Metro,0
32057,17,2,4264053,42047,0.62,0.43,24,82,1.5,Metro,-1
32058,140,1,15158,24748,0.24,0.05,4,4,4.2,Other,0
32059,5,10,606868,46993,0.15,0.03,19,32,4.9,Seoul,0
32060,9,14,1175152,63967,0.06,0.03,30,27,4.7,Metro,0
32061,33,5,396725,56072,0.37,0.39,2,12,3.8,Seoul,0
32062,18,7,514303,47735,0.77,0.18,23,19,3.7,Other,0
32063,15,5,158054,48084,0.42,0.09,14,6,3.3,Seoul,0
32064,3,25,1843123,51743,0.2,0.02,22,37,4.5,Seoul,0
32065,72,4,104211,35480,0.17,0.07,6,4,3.6,Seoul,0
32066,5,2,45770,40682,0.47,0.49,20,10,4.0,Other,0
32067,17,4,197637,62127,0.25,0.04,7,2,3.6,Other,0
32068,1,0,0,54180,0.26,0.46,9,4,4.2,Seoul,0
32069,27,17,551255,37577,0.79,0.09,17,18,4.5,Other,0
32070,35,4,135177,40680,0.22,0.04,14,3,3.9,Seoul,0
32071,21,7,356984,46380,0.52,0.07,2,9,4.1,Other,0
32072,94,2,54814,43572,0.13,0.05,6,1,4.2,Seoul,0
32073,25,8,423086,48018,0.57,0.13,19,10,4.2,Seoul,0
32074,26,8,218978,35053,0.27,0.17,12,5,4.0,Other,0
32075,70,2,87836,38168,0.17,0.01,2,4,4.7,Metro,0
32076,37,6,190112,29081,0.31,0.02,18,9,4.2,Other,0
32077,31,4,207475,41749,0.11,0.53,18,18,3.8,Metro,0
32078,7,9,351232,31676,0.68,0.05,16,14,4.4,Other,0
32079,13,7,238823,43177,0.58,0.17,20,20,4.6,Metro,0
32080,2,23,1796354,68797,0.25,0.1,13,14,4.7,Seoul,0
32081,84,1,27012,25010,0.14,0.07,6,0,4.2,Other,0
32082,20,10,410279,42180,0.71,0.2,14,18,4.1,Seoul,0
32083,21,3,65756,46280,0.26,0.04,8,8,3.8,Other,0
32084,20,13,877592,49019,0.92,0.05,22,17,4.4,Other,0
32085,157,25,4319882,9611,0.95,0.61,30,53,4.4,Metro,-1
32086,18,9,346290,35567,0.89,0.17,19,7,4.2,Seoul,0
32087,71,3,100714,44547,0.33,0.1,6,0,3.5,Metro,0
32088,11,8,431358,36331,0.93,0.1,13,13,4.7,Seoul,0
32089,36,6,464925,66988,0.33,0.17,8,9,4.1,Metro,0
32090,91,2,91977,40908,0.09,0.06,9,3,3.9,Seoul,0
32091,73,1,39576,36744,0.14,0.2,6,1,4.3,Seoul,0
32092,20,5,182511,37706,0.46,0.21,16,12,4.0,Other,0
32093,46,7,314607,39211,0.41,0.05,16,18,4.2,Metro,0
32094,18,6,153240,32239,0.85,0.14,20,16,4.4,Other,0
32095,46,1,43975,53216,0.27,0.7,6,16,3.4,Other,0
32096,21,13,628812,38033,0.86,0.03,20,25,4.4,Metro,0
32097,10,19,1011771,38007,0.11,0.05,29,37,4.7,Seoul,0
32098,85,0,9785,31549,0.23,0.11,5,1,4.0,Metro,0
32099,94,39,2108732,144146,0.32,0.3,2,93,3.6,Seoul,-1
32100,7,9,357706,43788,0.83,0.09,14,7,4.0,Other,0
32101,37,9,195973,43729,0.42,0.12,15,8,3.9,Seoul,0
32102,11,9,641247,66435,0.12,0.12,29,33,4.7,Other,0
32103,31,3,117004,51465,0.4,0.07,16,5,4.8,Seoul,0
32104,7,4,248217,47436,0.43,0.71,10,11,3.6,Seoul,0
32105,28,3,153015,50703,0.46,0.04,9,15,4.0,Seoul,0
32106,38,6,190993,28053,0.37,0.09,12,12,4.1,Seoul,0
32107,28,6,474817,54765,0.29,0.02,6,9,4.8,Other,0
32108,22,10,490348,42365,0.18,0.46,21,22,3.3,Seoul,0
32109,23,8,219588,29415,0.58,0.08,16,12,4.6,Other,0
32110,21,2,83163,38900,0.93,0.06,21,7,4.7,Seoul,0
32111,0,8,403294,41530,0.31,0.18,7,11,3.9,Seoul,0
32112,24,9,223421,18892,0.4,0.13,11,7,4.6,Metro,0
32113,9,9,369987,46276,0.65,0.06,23,20,4.2,Seoul,0
32114,32,5,155124,43024,0.38,0.1,18,17,4.0,Metro,0
32115,5,17,931447,47878,0.13,0.06,25,34,4.4,Metro,0
32116,49,6,135379,32164,0.41,0.55,19,3,3.8,Seoul,0
32117,20,8,300310,41280,0.84,0.04,17,25,4.4,Other,0
32118,4,14,545601,53726,0.19,0.03,36,25,4.8,Other,0
32119,12,13,763722,51776,0.03,0.08,20,46,5.0,Seoul,0
32120,20,4,156823,42526,0.88,0.23,23,20,4.6,Metro,0
32121,20,12,221557,31457,0.83,0.1,24,21,5.0,Other,0
32122,1,17,651316,49530,0.26,0.15,22,32,4.9,Metro,0
32123,25,7,241333,41300,0.87,0.19,25,12,4.5,Metro,0
32124,14,15,678379,42201,0.66,0.15,20,20,4.4,Metro,0
32125,60,2,149250,46107,0.45,0.05,8,4,4.3,Seoul,0
32126,59,3,66091,23488,0.57,0.1,9,3,3.6,Metro,0
32127,16,13,621281,40854,0.8,0.12,13,13,4.4,Seoul,0
32128,0,7,300927,43070,0.53,0.13,22,18,4.4,Other,0
32129,12,14,623041,56957,0.14,0.05,26,27,4.5,Metro,0
32130,12,19,989874,44637,0.04,0.09,20,39,4.6,Seoul,0
32131,22,13,524871,39836,0.66,0.11,17,21,4.6,Metro,0
32132,86,25,453994,159137,0.71,0.62,6,86,3.0,Metro,-1
32133,90,12,3375436,68705,0.05,0.15,48,16,4.4,Other,-1
32134,149,4,2603891,82316,0.87,0.44,13,57,3.4,Metro,-1
32135,56,7,251217,53649,0.22,0.27,14,11,4.0,Seoul,0
32136,23,7,433323,46104,0.15,0.03,8,8,3.7,Seoul,0
32137,21,14,553129,38808,0.69,0.17,21,16,4.1,Seoul,0
32138,32,2,95134,52683,0.46,0.11,6,1,4.6,Seoul,0
32139,39,7,440169,53745,0.48,0.24,19,14,5.0,Seoul,0
32140,32,4,64891,38888,0.32,0.1,18,10,4.4,Seoul,0
32141,24,7,124513,45248,0.25,0.02,8,15,4.1,Seoul,0
32142,37,3,72590,25566,0.34,0.13,2,6,3.8,Seoul,0
32143,30,3,238343,53230,0.11,0.04,10,3,3.6,Other,0
32144,23,6,515633,45002,0.38,0.15,13,9,4.3,Metro,0
32145,23,7,290256,34722,0.77,0.17,15,23,4.7,Metro,0
32146,29,10,536176,48347,0.54,0.44,8,10,3.9,Metro,0
32147,123,19,1255755,163749,0.79,0.63,1,101,1.5,Seoul,-1
32148,13,7,298445,53474,0.37,0.5,17,11,3.2,Seoul,0
32149,24,5,202395,35587,0.34,0.16,7,9,4.9,Metro,0
32150,4,16,1058796,59128,0.1,0.1,4,32,4.7,Seoul,0
32151,11,11,879643,55999,0.29,0.12,15,1,4.5,Seoul,0
32152,4,12,750044,53279,0.09,0.07,22,31,4.8,Metro,0
32153,22,4,132557,43227,0.2,0.18,4,2,4.1,Seoul,0
32154,11,4,77726,35915,0.49,0.1,9,11,4.0,Metro,0
32155,25,10,822135,60240,0.62,0.08,10,23,4.3,Metro,0
32156,20,8,202836,25852,0.48,0.09,14,16,3.8,Other,0
32157,16,21,1060092,41589,0.24,0.91,2,22,1.4,Metro,-1
32158,7,6,191545,48821,0.82,0.1,15,17,3.9,Other,0
32159,82,4,134831,32121,0.3,0.03,4,4,4.1,Metro,0
32160,2,17,1000912,63241,0.14,0.21,21,46,4.5,Metro,0
32161,62,2,126207,40418,0.15,0.08,0,4,4.1,Metro,0
32162,21,3,71807,33413,0.75,0.1,14,20,4.6,Metro,0
32163,119,2,46882,27087,0.39,0.02,3,1,3.6,Metro,0
32164,66,2,96266,33642,0.29,0.31,10,0,2.7,Seoul,0
32165,31,7,231017,37000,0.15,0.09,18,1,4.3,Seoul,0
32166,21,10,408783,43106,0.85,0.1,11,29,4.7,Seoul,0
32167,7,5,251856,37837,0.36,0.06,7,11,4.6,Seoul,0
32168,100,3,135892,35269,0.05,0.01,3,7,2.5,Seoul,0
32169,9,6,328926,54692,0.73,0.07,15,21,4.6,Seoul,0
32170,14,3,140341,50898,0.51,0.05,11,6,4.4,Other,0
32171,98,4,128269,40745,0.13,0.03,7,4,3.9,Metro,0
32172,21,10,268581,49710,0.59,0.05,13,14,4.5,Metro,0
32173,14,5,135350,39846,0.53,0.24,15,13,4.3,Other,0
32174,17,7,232235,45566,0.72,0.02,21,15,4.5,Other,0
32175,70,2,62410,35786,0.62,0.09,7,6,4.0,Metro,0
32176,25,5,109512,36836,0.28,0.04,12,11,3.8,Seoul,0
32177,60,2,69509,35815,0.43,0.05,4,1,3.8,Metro,0
32178,22,4,216521,52391,0.27,0.04,11,7,4.4,Metro,0
32179,31,34,1056908,21909,0.5,0.51,37,13,3.1,Metro,-1
32180,31,6,242085,50133,0.5,0.65,5,17,4.1,Seoul,0
32181,38,5,280839,50035,0.57,0.02,16,14,3.8,Other,0
32182,24,11,620675,44601,0.36,0.68,10,26,3.0,Seoul,0
32183,26,4,168445,40411,0.44,0.16,3,10,4.5,Seoul,0
32184,3,12,897806,60842,0.11,0.02,17,39,4.9,Metro,0
32185,25,8,363778,45100,0.4,0.07,11,11,4.5,Seoul,0
32186,18,7,346606,41106,0.87,0.08,15,24,4.1,Seoul,0
32187,12,2,63783,32855,0.4,0.18,12,10,3.6,Metro,0
32188,22,7,245165,40939,0.32,0.11,12,10,3.9,Other,0
32189,9,5,157683,35691,0.74,0.12,18,18,4.5,Seoul,0
32190,7,14,698187,44500,0.15,0.47,9,16,3.7,Seoul,0
32191,10,17,841252,46671,0.04,0.02,27,35,4.5,Seoul,0
32192,9,7,387481,42369,0.28,0.15,8,10,4.1,Seoul,0
32193,62,34,4843687,176584,0.2,0.46,45,22,2.0,Other,-1
32194,10,15,803748,44647,0.03,0.09,19,42,4.5,Other,0
32195,35,8,171492,28118,0.23,0.08,13,14,4.0,Other,0
32196,7,7,387600,39412,0.24,0.07,0,16,4.5,Other,0
32197,3,13,544785,47385,0.06,0.04,23,35,4.5,Metro,0
32198,26,6,300111,52498,0.35,0.07,15,0,4.5,Other,0
32199,2,7,240249,40223,0.62,0.11,27,9,4.4,Seoul,0
32200,24,9,398943,48222,0.44,0.08,11,12,4.5,Metro,0
32201,10,14,891974,59362,0.06,0.16,22,38,4.8,Metro,0
32202,5,6,309337,51524,0.19,0.51,23,12,3.2,Seoul,0
32203,39,0,0,37605,0.54,0.11,16,5,4.5,Metro,0
32204,17,7,329929,46024,0.84,0.1,15,12,4.7,Metro,0
32205,14,9,354331,44728,0.59,0.08,11,19,4.4,Seoul,0
32206,13,11,447091,66348,0.29,0.05,19,11,4.9,Other,0
32207,16,9,263182,33352,0.43,0.12,12,16,4.1,Seoul,0
32208,72,3,52708,32354,0.03,0.01,4,5,3.9,Other,0
32209,24,9,498394,47521,0.87,0.12,11,21,4.4,Metro,0
32210,9,15,1161004,57205,0.06,0.02,25,36,4.7,Metro,0
32211,11,4,111845,39531,0.43,0.51,10,21,4.2,Seoul,0
32212,98,2,95903,46712,0.6,0.17,10,4,4.7,Other,0
32213,28,10,514191,47948,0.14,0.16,8,5,4.5,Other,0
32214,121,2,71795,43278,0.24,0.12,9,5,3.7,Seoul,0
32215,13,7,340370,46704,0.18,0.48,15,13,3.5,Metro,0
32216,13,13,1025903,61321,0.13,0.05,31,40,4.9,Other,0
32217,9,16,789810,52391,0.1,0.03,23,31,4.5,Metro,0
32218,19,8,219516,32546,0.42,0.65,6,13,3.6,Seoul,0
32219,37,9,319784,38418,0.29,0.49,20,14,3.5,Other,0
32220,15,6,264869,50538,0.81,0.07,14,24,4.5,Seoul,0
32221,50,2,100355,42990,0.27,0.16,12,4,4.1,Other,0
32222,75,2,45222,31776,0.52,0.02,0,3,4.7,Seoul,0
32223,63,3,83776,33899,0.24,0.05,7,4,3.4,Seoul,0
32224,19,12,365700,40891,0.9,0.05,15,6,4.6,Metro,0
32225,19,4,126824,38241,0.17,0.23,16,11,3.3,Other,0
32226,18,9,455807,43343,0.82,0.09,30,23,4.7,Other,0
32227,20,6,408634,53924,0.21,0.09,19,7,3.6,Seoul,0
32228,11,15,702210,47602,0.28,0.08,27,26,4.4,Seoul,0
32229,9,14,762553,62351,0.01,0.03,23,42,4.6,Seoul,0
32230,20,7,210077,41976,0.49,0.09,14,15,4.5,Metro,0
32231,21,14,464309,28707,0.75,0.07,23,27,4.1,Metro,0
32232,31,5,217963,40850,0.57,0.07,12,11,4.2,Other,0
32233,11,22,1095394,50572,0.01,0.11,19,47,4.7,Metro,0
32234,13,7,349750,47267,0.24,0.35,18,14,3.8,Seoul,0
32235,39,6,285737,51674,0.21,0.21,17,8,4.2,Seoul,0
32236,24,7,336492,41513,0.46,0.06,8,9,4.1,Other,0
32237,2,18,818308,56492,0.04,0.09,21,26,4.7,Metro,0
32238,8,10,426458,57793,0.83,0.11,16,4,4.6,Seoul,0
32239,68,4,269774,41811,0.21,0.05,0,2,4.8,Seoul,0
32240,22,3,200818,49648,0.59,0.03,12,11,3.4,Other,0
32241,15,9,370526,39103,0.64,0.24,27,18,4.3,Seoul,0
32242,7,14,661000,42601,0.05,0.05,20,36,4.4,Other,0
32243,109,2,68613,33300,0.32,0.26,6,5,4.4,Seoul,0
32244,13,8,310053,46562,0.79,0.09,15,23,4.6,Seoul,0
32245,60,4,168451,30588,0.18,0.06,5,1,3.7,Seoul,0
32246,19,11,455299,39098,0.59,0.1,16,10,4.8,Seoul,0
32247,16,9,274567,38936,0.88,0.05,16,15,3.8,Other,0
32248,33,8,425974,42013,0.48,0.24,10,19,3.8,Seoul,0
32249,43,2,96463,40310,0.41,0.03,2,2,2.6,Other,0
32250,55,28,4917144,181810,0.44,0.81,39,21,1.8,Seoul,-1
32251,27,8,148944,19361,0.14,0.11,15,11,4.2,Seoul,0
32252,27,4,261553,62404,0.27,0.11,11,13,4.7,Other,0
32253,79,2,58470,27537,0.12,0.12,4,3,4.6,Other,0
32254,39,3,124454,47665,0.32,0.08,11,15,4.3,Other,0
32255,19,4,157104,32944,0.33,0.37,12,18,3.5,Seoul,0
32256,12,6,183147,40221,0.32,0.08,15,9,4.1,Metro,0
32257,36,13,283362,46794,0.15,0.6,20,0,2.8,Metro,0
32258,22,4,262570,55278,0.39,0.08,19,5,4.2,Metro,0
32259,7,17,1026067,50442,0.28,0.03,25,31,4.8,Metro,0
32260,83,3,85234,36325,0.53,0.02,5,4,4.8,Metro,0
32261,13,7,106410,34298,0.44,0.05,15,11,3.9,Metro,0
32262,28,4,266915,50840,0.31,0.42,23,15,3.5,Metro,0
32263,67,1,55111,45138,0.4,0.09,7,3,3.6,Other,0
32264,6,12,707370,63075,0.14,0.08,23,42,4.5,Metro,0
32265,19,4,125343,34798,0.44,0.06,16,15,4.8,Metro,0
32266,9,14,759737,49270,0.09,0.09,17,37,4.6,Other,0
32267,10,10,412819,30268,0.24,0.08,17,10,4.1,Seoul,0
32268,20,4,103667,41197,0.22,0.14,10,5,4.9,Other,0
32269,29,4,155640,37048,0.45,0.06,13,13,4.1,Other,0
32270,0,6,290172,40386,0.37,0.22,11,19,4.2,Metro,0
32271,21,2,50878,29776,0.35,0.02,12,10,4.2,Seoul,0
32272,24,4,103678,36826,0.14,0.16,10,6,4.3,Metro,0
32273,22,2,50341,47097,0.63,0.07,11,15,3.6,Seoul,0
32274,5,7,316842,55290,0.27,0.12,11,15,4.2,Metro,0
32275,36,8,288307,43402,0.19,0.11,8,13,3.9,Metro,0
32276,10,15,956114,61516,0.12,0.1,21,62,4.9,Other,0
32277,36,5,120194,38518,0.35,0.04,0,11,4.2,Seoul,0
32278,12,14,546682,33284,0.7,0.11,18,15,4.4,Other,0
32279,39,9,552558,48670,0.13,0.03,12,11,4.0,Other,0
32280,18,4,161546,53597,0.38,0.07,20,18,3.5,Other,0
32281,61,3,100253,39162,0.66,0.04,2,2,4.8,Seoul,0
32282,79,29,2663007,70482,0.48,0.56,36,6,3.4,Metro,-1
32283,2,11,523488,50118,0.48,0.05,20,19,4.3,Seoul,0
32284,27,5,284471,53105,0.36,0.01,15,14,4.0,Seoul,0
32285,19,11,588016,45820,0.7,0.04,23,11,4.1,Other,0
32286,9,11,524851,36352,0.19,0.07,13,33,4.3,Metro,0
32287,16,8,304924,47603,0.27,0.12,11,10,4.6,Seoul,0
32288,12,8,318257,36216,0.47,0.13,5,12,4.1,Seoul,0
32289,23,10,276809,35589,0.82,0.04,9,12,4.6,Metro,0
32290,18,8,283867,45163,0.74,0.06,10,21,4.1,Other,0
32291,18,6,298145,38684,0.28,0.61,11,13,4.1,Seoul,0
32292,12,7,317546,42504,0.24,0.01,8,9,4.0,Seoul,0
32293,27,9,497000,45183,0.42,0.21,3,9,3.4,Metro,0
32294,28,8,401257,47768,0.71,0.13,10,24,4.8,Seoul,0
32295,21,7,247151,37149,0.89,0.25,16,20,4.6,Metro,0
32296,6,18,866893,50525,0.1,0.03,21,47,4.8,Metro,0
32297,35,6,73072,20912,0.28,0.1,14,9,4.0,Seoul,0
32298,4,14,738328,53629,0.2,0.09,22,48,4.8,Metro,0
32299,11,15,935469,68940,0.1,0.04,33,39,4.5,Seoul,0
32300,40,7,234759,43247,0.4,0.11,8,14,4.3,Other,0
32301,16,10,571240,48057,0.36,0.4,21,11,3.6,Other,0
32302,24,4,308044,58521,0.45,0.18,18,9,4.7,Metro,0
32303,78,3,62895,29623,0.17,0.03,3,5,3.1,Other,0
32304,48,2,81424,41781,0.23,0.1,7,4,4.0,Metro,0
32305,83,2,52563,33192,0.6,0.01,8,2,3.8,Metro,0
32306,17,7,204869,44883,0.89,0.2,10,26,4.5,Metro,0
32307,17,11,335157,37241,0.31,0.14,0,10,3.0,Seoul,0
32308,68,1,35324,44765,0.27,0.07,14,1,3.2,Other,0
32309,24,5,116563,26664,0.43,0.11,9,11,4.7,Other,0
32310,37,5,228861,37008,0.29,0.12,17,14,4.4,Metro,0
32311,2,4,132950,32814,0.38,0.32,14,18,2.7,Seoul,0
32312,8,14,546635,45647,0.12,0.08,30,35,4.6,Other,0
32313,103,4,129637,42073,0.15,0.19,6,3,3.8,Metro,0
32314,11,6,281566,49048,0.74,0.1,24,21,3.8,Metro,0
32315,81,2,63190,35223,0.16,0.09,8,2,3.9,Metro,0
32316,17,9,360388,31932,0.91,0.05,17,29,4.0,Seoul,0
32317,19,7,419171,45734,0.67,0.07,21,18,4.4,Metro,0
32318,44,7,220152,36685,0.33,0.11,5,16,4.1,Metro,0
32319,72,3,103005,32001,0.26,0.07,5,1,3.3,Metro,0
32320,16,7,214824,49065,0.45,0.35,6,17,3.7,Other,0
32321,3,28,2026317,60368,0.17,0.06,16,36,4.9,Other,0
32322,6,13,908921,63455,0.11,0.09,23,35,5.0,Metro,0
32323,70,2,41771,31206,0.47,0.23,10,4,4.2,Seoul,0
32324,0,8,422500,49228,0.02,0.15,23,44,4.9,Other,0
32325,14,10,377714,44551,0.64,0.05,16,20,4.4,Metro,0
32326,41,9,427662,40859,0.5,0.63,16,9,3.6,Metro,0
32327,9,9,388192,55163,0.77,0.11,22,20,4.7,Metro,0
32328,6,10,374588,45899,0.92,0.1,8,14,3.5,Other,0
32329,39,8,414711,52916,0.25,0.01,5,7,3.9,Metro,0
32330,36,2,101757,58717,0.27,0.07,3,5,3.6,Seoul,0
32331,38,8,491560,66703,0.47,0.07,9,13,4.6,Other,0
32332,73,3,40519,19669,0.36,0.05,6,3,3.7,Seoul,0
32333,41,0,0,44402,0.36,0.1,6,13,4.3,Other,0
32334,7,10,676553,52012,0.09,0.08,21,28,5.0,Seoul,0
32335,71,3,80914,23918,0.15,0.08,6,3,4.6,Metro,0
32336,26,10,239303,35327,0.4,0.12,10,11,3.6,Metro,0
32337,28,10,282519,32107,0.3,0.13,0,1,4.5,Metro,0
32338,76,3,95326,46820,0.25,0.18,7,2,3.6,Seoul,0
32339,38,9,539351,52281,0.43,0.17,18,10,4.3,Other,0
32340,6,19,1460175,56133,0.05,0.16,21,34,4.6,Seoul,0
32341,15,8,419341,39124,0.56,0.06,18,13,4.2,Seoul,0
32342,5,21,709888,43148,0.06,0.02,20,33,4.4,Metro,0
32343,31,6,288346,49512,0.53,0.14,16,11,4.8,Metro,0
32344,4,9,411195,39934,0.76,0.06,21,13,4.7,Other,0
32345,35,9,545751,53545,0.31,0.12,9,17,4.4,Seoul,0
32346,13,13,838172,51359,0.07,0.09,33,21,4.7,Metro,0
32347,18,7,232321,38245,0.31,0.07,3,16,4.9,Metro,0
32348,42,7,426300,57683,0.3,0.12,7,13,4.8,Seoul,0
32349,2,21,1576772,65209,0.1,0.14,20,42,4.9,Metro,0
32350,96,18,132546,169904,0.34,0.22,51,71,4.1,Other,-1
32351,16,15,954808,53746,0.04,0.01,7,30,4.5,Metro,0
32352,19,8,290105,44568,0.36,0.2,15,22,4.0,Seoul,0
32353,11,8,576421,56164,0.82,0.1,21,15,4.3,Metro,0
32354,38,7,189256,36584,0.31,0.02,16,13,4.8,Metro,0
32355,71,2,119068,45093,0.43,0.17,9,1,2.8,Metro,0
32356,24,9,254309,24524,0.45,0.04,9,8,3.8,Other,0
32357,104,1,43431,40883,0.09,0.08,5,5,3.8,Metro,0
32358,19,1,17144,38374,0.16,0.04,14,15,3.6,Other,0
32359,11,8,225479,36294,0.17,0.46,11,13,3.9,Metro,0
32360,0,11,515148,39516,0.63,0.09,16,30,4.3,Other,0
32361,1,6,181616,38270,0.31,0.04,4,9,4.0,Seoul,0
32362,11,15,631124,55905,0.15,0.04,27,43,4.5,Other,0
32363,70,2,40061,22065,0.34,0.11,8,0,4.0,Seoul,0
32364,22,3,98039,33362,0.33,0.07,11,12,4.8,Metro,0
32365,10,8,212959,47025,0.31,0.17,5,5,4.4,Metro,0
32366,14,4,116393,36767,0.08,0.08,13,7,4.3,Other,0
32367,20,8,242711,46103,0.71,0.13,9,29,3.9,Metro,0
32368,58,2,106156,42311,0.19,0.16,1,2,3.8,Other,0
32369,68,19,853802,118356,0.53,0.63,57,10,4.8,Seoul,-1
32370,31,5,151253,34436,0.38,0.07,9,3,4.6,Seoul,0
32371,66,0,12884,37209,0.28,0.05,0,4,4.1,Seoul,0
32372,22,10,310492,40331,0.67,0.17,23,16,4.7,Other,0
32373,15,5,204194,49569,0.87,0.08,16,15,4.3,Other,0
